event_id,user_id,event_date,event_type,platform
20641,1033,2024-11-24,file_upload,mobile
20642,1033,2025-09-09,project_create,desktop
20643,1033,2025-09-29,share,desktop
20644,1033,2025-01-08,feature_use,mobile
20645,1033,2024-11-25,share,tablet
20646,1033,2024-06-23,share,desktop
20647,1033,2024-09-25,share,mobile
20648,1033,2025-10-25,feature_use,desktop
20649,1033,2025-07-27,feature_use,desktop
20650,1033,2025-05-27,project_create,desktop
20651,1033,2024-06-26,login,tablet
20652,1033,2025-03-25,login,desktop
20653,1033,2025-02-23,share,mobile
20654,1033,2025-04-19,login,tablet
20655,1033,2024-09-02,login,mobile
20656,1033,2025-03-10,login,tablet
20657,1033,2025-09-30,login,desktop
20658,1033,2025-05-22,project_create,mobile
20659,1033,2024-09-01,feature_use,tablet
20660,1033,2025-05-28,feature_use,tablet
20661,1034,2024-04-07,login,desktop
20662,1034,2023-07-31,file_upload,tablet
20663,1034,2023-10-12,project_create,tablet
20664,1034,2024-06-26,project_create,desktop
20665,1034,2023-09-16,file_upload,mobile
20666,1034,2023-12-02,login,mobile
20667,1034,2024-08-11,file_upload,desktop
20668,1034,2024-03-22,feature_use,mobile
20669,1034,2024-08-19,file_upload,tablet
20670,1034,2023-08-08,login,mobile
20671,1034,2024-07-19,file_upload,tablet
20672,1034,2023-05-11,feature_use,tablet
20673,1034,2023-07-19,login,desktop
20674,1034,2023-09-02,share,mobile
20675,1034,2023-11-19,share,mobile
20676,1034,2024-05-13,file_upload,mobile
20677,1034,2024-07-22,file_upload,mobile
20678,1034,2024-02-05,project_create,tablet
20679,1034,2023-04-26,project_create,mobile
20680,1034,2023-09-22,project_create,tablet
20681,1035,2025-03-14,project_create,tablet
20682,1035,2024-10-02,file_upload,mobile
20683,1035,2024-09-30,file_upload,desktop
20684,1035,2024-07-16,login,desktop
20685,1035,2024-06-06,project_create,desktop
20686,1035,2025-07-22,feature_use,tablet
20687,1035,2025-07-27,feature_use,desktop
20688,1035,2025-08-24,feature_use,desktop
20689,1035,2025-07-19,project_create,desktop
20690,1035,2024-06-12,project_create,mobile
20691,1035,2024-12-04,project_create,tablet
20692,1035,2024-10-13,feature_use,tablet
20693,1035,2025-10-19,file_upload,tablet
20694,1035,2024-12-29,project_create,desktop
20695,1035,2025-01-11,project_create,mobile
20696,1035,2025-09-23,project_create,tablet
20697,1035,2024-09-01,file_upload,tablet
20698,1035,2025-10-17,share,desktop
20699,1035,2024-10-15,project_create,tablet
20700,1035,2024-12-15,share,desktop
20701,1036,2024-12-08,feature_use,mobile
20702,1036,2024-06-15,file_upload,tablet
20703,1036,2024-11-08,feature_use,tablet
20704,1036,2023-10-30,feature_use,tablet
20705,1036,2024-04-06,project_create,mobile
20706,1036,2024-07-25,file_upload,desktop
20707,1036,2025-02-02,file_upload,tablet
20708,1036,2025-01-17,project_create,tablet
20709,1036,2025-02-16,feature_use,desktop
20710,1036,2024-01-20,share,desktop
20711,1036,2024-05-10,feature_use,mobile
20712,1036,2024-07-19,file_upload,tablet
20713,1036,2024-03-03,login,tablet
20714,1036,2024-05-26,login,tablet
20715,1036,2024-11-29,share,tablet
20716,1036,2024-03-01,file_upload,desktop
20717,1036,2024-05-29,login,desktop
20718,1036,2024-04-08,project_create,mobile
20719,1036,2024-01-18,feature_use,tablet
20720,1036,2024-12-30,share,desktop
20721,1037,2024-04-24,login,tablet
20722,1037,2024-07-05,share,tablet
20723,1037,2024-06-10,share,desktop
20724,1037,2024-01-19,share,tablet
20725,1037,2024-01-14,file_upload,tablet
20726,1037,2024-11-05,share,tablet
20727,1037,2024-11-22,feature_use,tablet
20728,1037,2024-07-18,login,desktop
20729,1037,2025-01-15,file_upload,desktop
20730,1037,2025-03-24,share,mobile
20731,1037,2025-04-02,login,tablet
20732,1037,2025-01-18,file_upload,tablet
20733,1037,2024-07-05,feature_use,tablet
20734,1037,2025-04-04,share,desktop
20735,1037,2024-03-29,file_upload,tablet
20736,1037,2024-10-01,file_upload,desktop
20737,1037,2024-12-03,project_create,mobile
20738,1037,2025-02-05,project_create,tablet
20739,1037,2024-01-24,login,desktop
20740,1037,2025-03-20,login,tablet
20741,1038,2023-09-04,project_create,mobile
20742,1038,2023-08-27,file_upload,mobile
20743,1038,2024-03-30,share,desktop
20744,1038,2024-11-21,project_create,desktop
20745,1038,2023-08-03,login,tablet
20746,1038,2024-08-16,share,mobile
20747,1038,2024-06-12,file_upload,mobile
20748,1038,2023-08-21,project_create,mobile
20749,1038,2024-02-28,login,tablet
20750,1038,2024-06-04,login,mobile
20751,1038,2024-03-16,login,desktop
20752,1038,2024-06-26,login,desktop
20753,1038,2024-08-26,project_create,desktop
20754,1038,2024-08-17,project_create,mobile
20755,1038,2024-03-08,login,mobile
20756,1038,2024-08-23,share,desktop
20757,1038,2024-11-01,file_upload,mobile
20758,1038,2024-09-19,share,tablet
20759,1038,2024-11-25,login,desktop
20760,1038,2024-11-27,file_upload,tablet
20761,1039,2024-11-01,share,desktop
20762,1039,2023-11-04,feature_use,mobile
20763,1039,2023-06-30,login,mobile
20764,1039,2024-01-11,share,desktop
20765,1039,2024-05-12,file_upload,mobile
20766,1039,2023-06-26,file_upload,tablet
20767,1039,2023-11-30,login,desktop
20768,1039,2024-05-08,feature_use,desktop
20769,1039,2024-03-02,login,tablet
20770,1039,2024-03-22,feature_use,desktop
20771,1039,2024-10-20,feature_use,desktop
20772,1039,2023-10-30,feature_use,mobile
20773,1039,2024-11-26,login,tablet
20774,1039,2024-10-26,share,tablet
20775,1039,2024-06-29,project_create,tablet
20776,1039,2024-04-27,file_upload,tablet
20777,1039,2023-10-06,login,tablet
20778,1039,2023-10-24,file_upload,desktop
20779,1039,2024-11-22,file_upload,desktop
20780,1039,2024-06-18,login,desktop
20781,1040,2024-12-21,file_upload,mobile
20782,1040,2024-11-08,feature_use,tablet
20783,1040,2025-03-03,login,tablet
20784,1040,2025-06-26,file_upload,desktop
20785,1040,2024-05-24,project_create,mobile
20786,1040,2024-12-28,feature_use,mobile
20787,1040,2025-03-25,login,mobile
20788,1040,2025-03-20,share,desktop
20789,1040,2024-12-23,project_create,desktop
20790,1040,2024-01-29,share,tablet
20791,1040,2024-12-25,login,tablet
20792,1040,2024-02-29,feature_use,tablet
20793,1040,2024-05-08,login,tablet
20794,1040,2024-08-08,project_create,tablet
20795,1040,2024-10-27,feature_use,mobile
20796,1040,2025-02-14,feature_use,tablet
20797,1040,2024-04-20,share,desktop
20798,1040,2024-03-03,feature_use,tablet
20799,1040,2024-01-19,feature_use,mobile
20800,1040,2025-04-30,login,tablet
20801,1041,2024-02-17,file_upload,tablet
20802,1041,2024-09-05,share,desktop
20803,1041,2023-10-24,file_upload,desktop
20804,1041,2023-10-08,file_upload,tablet
20805,1041,2024-05-13,project_create,desktop
20806,1041,2024-09-07,login,mobile
20807,1041,2023-09-30,project_create,tablet
20808,1041,2024-04-17,project_create,mobile
20809,1041,2023-12-05,share,tablet
20810,1041,2024-03-02,file_upload,mobile
20811,1041,2023-10-01,login,tablet
20812,1041,2023-09-11,login,mobile
20813,1041,2024-08-31,share,tablet
20814,1041,2023-12-22,project_create,desktop
20815,1041,2023-10-30,share,desktop
20816,1041,2024-10-16,login,tablet
20817,1041,2024-08-06,login,desktop
20818,1041,2024-05-22,file_upload,mobile
20819,1041,2024-10-14,login,tablet
20820,1041,2023-11-29,feature_use,mobile
20821,1042,2024-11-16,login,tablet
20822,1042,2025-02-16,login,desktop
20823,1042,2024-06-01,login,mobile
20824,1042,2025-09-07,share,tablet
20825,1042,2025-03-01,feature_use,desktop
20826,1042,2024-08-10,feature_use,desktop
20827,1042,2025-04-20,share,tablet
20828,1042,2024-10-10,login,mobile
20829,1042,2024-08-25,feature_use,mobile
20830,1042,2024-05-04,login,desktop
20831,1042,2025-02-01,file_upload,mobile
20832,1042,2025-03-30,feature_use,tablet
20833,1042,2025-01-26,share,desktop
20834,1042,2024-08-30,file_upload,mobile
20835,1042,2024-12-16,file_upload,mobile
20836,1042,2025-06-23,share,tablet
20837,1042,2024-11-12,file_upload,tablet
20838,1042,2025-10-06,project_create,desktop
20839,1042,2025-05-05,share,tablet
20840,1042,2024-11-23,login,mobile
20841,1043,2023-11-04,feature_use,desktop
20842,1043,2023-12-07,feature_use,tablet
20843,1043,2024-06-17,project_create,mobile
20844,1043,2024-06-10,login,desktop
20845,1043,2024-11-09,feature_use,mobile
20846,1043,2024-07-27,file_upload,desktop
20847,1043,2024-06-12,file_upload,mobile
20848,1043,2025-03-29,share,desktop
20849,1043,2024-02-27,feature_use,mobile
20850,1043,2023-11-21,file_upload,desktop
20851,1043,2024-05-14,project_create,desktop
20852,1043,2024-01-20,feature_use,desktop
20853,1043,2024-05-16,feature_use,desktop
20854,1043,2024-05-28,file_upload,desktop
20855,1043,2024-04-26,share,desktop
20856,1043,2023-12-18,file_upload,tablet
20857,1043,2024-05-01,share,desktop
20858,1043,2025-01-27,project_create,tablet
20859,1043,2024-04-16,share,tablet
20860,1043,2024-04-04,share,tablet
20861,1044,2025-01-02,feature_use,mobile
20862,1044,2024-01-29,share,mobile
20863,1044,2024-06-29,feature_use,tablet
20864,1044,2025-03-02,file_upload,desktop
20865,1044,2024-12-17,login,tablet
20866,1044,2024-05-14,share,mobile
20867,1044,2025-03-12,project_create,tablet
20868,1044,2024-09-04,login,desktop
20869,1044,2024-07-08,share,tablet
20870,1044,2024-03-24,login,mobile
20871,1044,2024-07-11,file_upload,tablet
20872,1044,2023-11-04,file_upload,desktop
20873,1044,2024-07-08,feature_use,tablet
20874,1044,2024-08-01,login,tablet
20875,1044,2025-01-08,project_create,mobile
20876,1044,2024-04-13,feature_use,tablet
20877,1044,2024-04-28,login,desktop
20878,1044,2023-11-16,share,mobile
20879,1044,2023-10-29,project_create,tablet
20880,1044,2024-08-12,file_upload,tablet
20881,1045,2024-02-01,file_upload,tablet
20882,1045,2025-03-06,project_create,mobile
20883,1045,2024-01-12,file_upload,desktop
20884,1045,2023-12-09,file_upload,mobile
20885,1045,2025-05-03,share,mobile
20886,1045,2024-04-23,login,mobile
20887,1045,2024-04-10,project_create,tablet
20888,1045,2023-12-23,project_create,desktop
20889,1045,2024-11-07,login,tablet
20890,1045,2024-07-15,share,tablet
20891,1045,2024-06-25,project_create,mobile
20892,1045,2024-04-07,login,tablet
20893,1045,2024-07-23,share,desktop
20894,1045,2024-05-22,feature_use,desktop
20895,1045,2025-01-19,feature_use,tablet
20896,1045,2024-11-17,project_create,mobile
20897,1045,2024-03-27,feature_use,desktop
20898,1045,2024-10-08,share,mobile
20899,1045,2024-03-31,login,tablet
20900,1045,2024-02-01,share,mobile
20901,1046,2025-05-05,file_upload,mobile
20902,1046,2024-04-30,file_upload,mobile
20903,1046,2024-05-18,project_create,mobile
20904,1046,2024-08-30,feature_use,mobile
20905,1046,2024-01-05,project_create,mobile
20906,1046,2024-09-19,file_upload,desktop
20907,1046,2024-12-01,feature_use,mobile
20908,1046,2024-11-18,file_upload,mobile
20909,1046,2025-05-22,share,desktop
20910,1046,2024-02-07,file_upload,desktop
20911,1046,2024-04-21,file_upload,desktop
20912,1046,2024-12-21,project_create,mobile
20913,1046,2024-01-26,share,tablet
20914,1046,2023-12-06,feature_use,desktop
20915,1046,2025-04-21,share,tablet
20916,1046,2025-03-12,file_upload,tablet
20917,1046,2025-03-05,project_create,tablet
20918,1046,2025-03-18,login,desktop
20919,1046,2024-02-17,project_create,mobile
20920,1046,2025-04-23,login,mobile
20921,1047,2024-03-15,project_create,tablet
20922,1047,2024-08-23,share,tablet
20923,1047,2024-10-04,file_upload,tablet
20924,1047,2023-07-29,feature_use,desktop
20925,1047,2024-06-16,share,tablet
20926,1047,2023-11-24,project_create,tablet
20927,1047,2024-08-11,file_upload,desktop
20928,1047,2024-07-04,login,tablet
20929,1047,2024-11-04,project_create,desktop
20930,1047,2023-08-03,project_create,tablet
20931,1047,2024-10-23,file_upload,mobile
20932,1047,2023-09-19,login,tablet
20933,1047,2024-03-06,project_create,tablet
20934,1047,2024-05-29,login,tablet
20935,1047,2024-04-20,file_upload,tablet
20936,1047,2024-04-30,file_upload,tablet
20937,1047,2023-07-09,file_upload,mobile
20938,1047,2024-04-30,file_upload,mobile
20939,1047,2023-12-10,project_create,tablet
20940,1047,2024-02-20,login,desktop
20941,1048,2024-08-05,file_upload,desktop
20942,1048,2025-07-28,file_upload,mobile
20943,1048,2025-01-07,file_upload,desktop
20944,1048,2025-03-11,project_create,mobile
20945,1048,2024-06-03,feature_use,desktop
20946,1048,2024-09-11,login,mobile
20947,1048,2024-06-22,share,mobile
20948,1048,2024-08-06,file_upload,desktop
20949,1048,2025-07-30,file_upload,mobile
20950,1048,2025-03-20,login,mobile
20951,1048,2024-08-12,feature_use,desktop
20952,1048,2024-07-04,feature_use,tablet
20953,1048,2024-11-22,share,tablet
20954,1048,2024-10-13,project_create,desktop
20955,1048,2024-10-14,file_upload,desktop
20956,1048,2024-11-05,login,mobile
20957,1048,2025-04-27,feature_use,mobile
20958,1048,2024-06-29,login,mobile
20959,1048,2025-07-19,file_upload,tablet
20960,1048,2024-02-29,share,tablet
20961,1049,2024-12-09,share,tablet
20962,1049,2024-10-03,share,desktop
20963,1049,2024-02-13,login,tablet
20964,1049,2023-11-17,project_create,desktop
20965,1049,2024-10-30,share,mobile
20966,1049,2024-09-11,login,tablet
20967,1049,2023-11-18,file_upload,tablet
20968,1049,2024-03-30,file_upload,tablet
20969,1049,2025-02-09,share,mobile
20970,1049,2023-11-23,file_upload,desktop
20971,1049,2024-06-26,file_upload,mobile
20972,1049,2024-11-14,share,desktop
20973,1049,2024-11-12,feature_use,tablet
20974,1049,2024-07-21,feature_use,desktop
20975,1049,2024-10-27,feature_use,tablet
20976,1049,2024-12-31,file_upload,mobile
20977,1049,2024-10-01,project_create,tablet
20978,1049,2025-02-19,share,desktop
20979,1049,2024-03-21,share,mobile
20980,1049,2024-10-07,project_create,tablet
20981,1050,2024-08-05,feature_use,tablet
20982,1050,2024-10-29,login,mobile
20983,1050,2025-06-08,login,tablet
20984,1050,2024-11-14,file_upload,desktop
20985,1050,2025-06-21,login,tablet
20986,1050,2025-02-25,share,mobile
20987,1050,2024-10-30,project_create,mobile
20988,1050,2025-06-17,file_upload,mobile
20989,1050,2025-06-05,project_create,mobile
20990,1050,2024-12-21,share,desktop
20991,1050,2024-12-04,project_create,desktop
20992,1050,2024-07-16,share,tablet
20993,1050,2024-09-13,feature_use,tablet
20994,1050,2025-10-15,file_upload,mobile
20995,1050,2025-08-08,share,mobile
20996,1050,2025-08-22,project_create,mobile
20997,1050,2024-12-10,feature_use,tablet
20998,1050,2025-08-28,project_create,mobile
20999,1050,2024-10-26,share,mobile
21000,1050,2025-08-16,file_upload,mobile
21001,1051,2024-11-26,project_create,mobile
21002,1051,2024-07-01,login,mobile
21003,1051,2023-11-11,login,mobile
21004,1051,2025-04-02,share,desktop
21005,1051,2025-01-05,project_create,tablet
21006,1051,2024-07-14,file_upload,tablet
21007,1051,2023-11-14,file_upload,tablet
21008,1051,2024-10-30,file_upload,mobile
21009,1051,2025-02-23,project_create,mobile
21010,1051,2024-07-21,login,tablet
21011,1051,2024-10-04,share,tablet
21012,1051,2024-08-14,login,tablet
21013,1051,2024-03-05,file_upload,tablet
21014,1051,2024-11-07,login,tablet
21015,1051,2024-07-14,project_create,desktop
21016,1051,2025-02-18,login,mobile
21017,1051,2024-01-21,file_upload,tablet
21018,1051,2024-12-25,file_upload,mobile
21019,1051,2025-02-01,login,mobile
21020,1051,2024-05-13,file_upload,tablet
21021,1052,2024-04-04,project_create,tablet
21022,1052,2024-10-14,login,desktop
21023,1052,2023-12-10,login,desktop
21024,1052,2024-11-27,file_upload,desktop
21025,1052,2024-07-18,feature_use,mobile
21026,1052,2024-02-29,file_upload,tablet
21027,1052,2023-11-19,file_upload,tablet
21028,1052,2023-10-20,project_create,mobile
21029,1052,2024-10-23,project_create,tablet
21030,1052,2023-08-13,share,mobile
21031,1052,2024-09-19,share,tablet
21032,1052,2024-02-13,project_create,mobile
21033,1052,2024-08-01,login,tablet
21034,1052,2024-11-09,file_upload,tablet
21035,1052,2023-12-02,login,tablet
21036,1052,2024-01-16,file_upload,tablet
21037,1052,2023-12-23,login,tablet
21038,1052,2024-01-09,file_upload,mobile
21039,1052,2023-09-12,project_create,mobile
21040,1052,2024-06-30,share,mobile
21041,1053,2025-07-24,file_upload,mobile
21042,1053,2024-12-24,feature_use,desktop
21043,1053,2024-08-29,share,desktop
21044,1053,2024-12-09,file_upload,tablet
21045,1053,2024-12-30,feature_use,desktop
21046,1053,2024-11-30,feature_use,desktop
21047,1053,2024-05-19,login,desktop
21048,1053,2025-02-05,project_create,desktop
21049,1053,2024-06-24,share,tablet
21050,1053,2025-03-08,project_create,mobile
21051,1053,2025-08-16,login,mobile
21052,1053,2025-09-20,project_create,mobile
21053,1053,2024-06-04,share,desktop
21054,1053,2024-08-27,login,desktop
21055,1053,2024-10-13,feature_use,mobile
21056,1053,2024-06-11,login,mobile
21057,1053,2024-12-06,share,tablet
21058,1053,2025-09-12,share,mobile
21059,1053,2025-01-18,login,tablet
21060,1053,2025-01-22,file_upload,desktop
21061,1054,2025-07-16,feature_use,tablet
21062,1054,2025-09-05,project_create,mobile
21063,1054,2024-09-02,share,tablet
21064,1054,2024-07-06,file_upload,desktop
21065,1054,2024-05-07,feature_use,tablet
21066,1054,2024-05-02,feature_use,tablet
21067,1054,2024-10-02,file_upload,tablet
21068,1054,2024-08-08,project_create,mobile
21069,1054,2024-10-23,feature_use,tablet
21070,1054,2024-10-29,login,desktop
21071,1054,2025-01-31,file_upload,desktop
21072,1054,2024-05-13,login,desktop
21073,1054,2024-12-06,file_upload,tablet
21074,1054,2024-08-23,file_upload,desktop
21075,1054,2024-11-26,file_upload,tablet
21076,1054,2025-04-18,login,mobile
21077,1054,2024-06-24,share,tablet
21078,1054,2025-07-22,project_create,desktop
21079,1054,2025-10-07,feature_use,mobile
21080,1054,2025-04-09,file_upload,mobile
21081,1055,2024-06-10,file_upload,desktop
21082,1055,2024-08-24,feature_use,mobile
21083,1055,2025-08-09,project_create,mobile
21084,1055,2025-09-03,share,desktop
21085,1055,2024-09-08,file_upload,mobile
21086,1055,2025-02-19,project_create,desktop
21087,1055,2025-07-22,file_upload,mobile
21088,1055,2024-11-21,feature_use,desktop
21089,1055,2025-03-30,file_upload,tablet
21090,1055,2025-09-29,login,desktop
21091,1055,2025-03-17,share,mobile
21092,1055,2024-11-24,project_create,tablet
21093,1055,2025-01-15,login,mobile
21094,1055,2025-07-11,feature_use,mobile
21095,1055,2025-02-12,project_create,mobile
21096,1055,2025-01-12,share,desktop
21097,1055,2024-11-08,file_upload,mobile
21098,1055,2024-10-08,login,tablet
21099,1055,2025-10-01,login,mobile
21100,1055,2025-03-27,login,mobile
21101,1056,2025-05-30,project_create,desktop
21102,1056,2024-11-28,file_upload,tablet
21103,1056,2025-06-14,share,desktop
21104,1056,2024-07-16,project_create,desktop
21105,1056,2024-05-01,project_create,desktop
21106,1056,2024-10-29,feature_use,mobile
21107,1056,2024-05-28,feature_use,desktop
21108,1056,2024-07-05,file_upload,tablet
21109,1056,2024-11-21,login,mobile
21110,1056,2024-07-08,share,tablet
21111,1056,2024-07-12,share,tablet
21112,1056,2025-01-02,feature_use,tablet
21113,1056,2024-04-12,login,mobile
21114,1056,2024-06-15,share,desktop
21115,1056,2025-05-29,share,tablet
21116,1056,2024-06-24,login,mobile
21117,1056,2025-03-25,share,desktop
21118,1056,2024-06-08,share,desktop
21119,1056,2024-11-04,project_create,desktop
21120,1056,2024-03-27,project_create,tablet
21121,1057,2025-06-15,feature_use,desktop
21122,1057,2025-01-20,share,desktop
21123,1057,2024-05-23,login,tablet
21124,1057,2025-02-18,share,tablet
21125,1057,2025-05-26,share,mobile
21126,1057,2025-03-17,login,tablet
21127,1057,2024-10-23,project_create,desktop
21128,1057,2024-12-27,project_create,desktop
21129,1057,2024-09-19,project_create,tablet
21130,1057,2024-11-26,login,mobile
21131,1057,2024-11-07,project_create,mobile
21132,1057,2024-07-04,feature_use,desktop
21133,1057,2025-02-12,project_create,tablet
21134,1057,2025-05-21,project_create,desktop
21135,1057,2024-09-16,share,mobile
21136,1057,2025-03-13,feature_use,desktop
21137,1057,2025-01-07,feature_use,tablet
21138,1057,2025-06-23,login,tablet
21139,1057,2025-08-04,login,mobile
21140,1057,2025-06-29,login,tablet
21141,1058,2024-01-06,feature_use,tablet
21142,1058,2023-10-15,share,mobile
21143,1058,2023-12-22,project_create,desktop
21144,1058,2024-05-07,file_upload,desktop
21145,1058,2024-04-19,share,mobile
21146,1058,2023-06-19,feature_use,mobile
21147,1058,2024-06-30,project_create,desktop
21148,1058,2024-08-21,share,mobile
21149,1058,2024-07-04,project_create,desktop
21150,1058,2023-06-15,share,tablet
21151,1058,2023-11-27,share,mobile
21152,1058,2023-06-13,share,mobile
21153,1058,2023-08-02,feature_use,tablet
21154,1058,2024-09-11,feature_use,desktop
21155,1058,2024-01-27,feature_use,mobile
21156,1058,2024-01-24,feature_use,desktop
21157,1058,2023-11-04,login,mobile
21158,1058,2024-02-17,file_upload,tablet
21159,1058,2023-08-23,login,tablet
21160,1058,2024-03-03,feature_use,desktop
21161,1059,2024-09-30,feature_use,desktop
21162,1059,2023-09-05,login,mobile
21163,1059,2024-08-31,login,mobile
21164,1059,2024-07-28,share,tablet
21165,1059,2024-08-19,file_upload,mobile
21166,1059,2024-05-17,login,tablet
21167,1059,2024-06-01,share,desktop
21168,1059,2024-04-02,file_upload,tablet
21169,1059,2023-06-30,login,tablet
21170,1059,2024-11-18,share,mobile
21171,1059,2024-09-02,file_upload,desktop
21172,1059,2023-08-11,feature_use,tablet
21173,1059,2024-04-07,feature_use,tablet
21174,1059,2024-02-28,file_upload,mobile
21175,1059,2024-06-24,file_upload,mobile
21176,1059,2024-11-10,project_create,desktop
21177,1059,2024-07-01,share,desktop
21178,1059,2023-08-26,share,desktop
21179,1059,2024-10-07,file_upload,desktop
21180,1059,2024-08-25,feature_use,desktop
21181,1060,2024-07-14,project_create,mobile
21182,1060,2024-09-22,share,desktop
21183,1060,2025-08-12,share,mobile
21184,1060,2024-11-18,share,mobile
21185,1060,2025-04-15,login,mobile
21186,1060,2025-08-02,share,tablet
21187,1060,2025-04-06,file_upload,mobile
21188,1060,2025-05-23,feature_use,tablet
21189,1060,2025-03-11,feature_use,desktop
21190,1060,2024-10-22,project_create,tablet
21191,1060,2024-10-30,file_upload,mobile
21192,1060,2024-12-17,login,mobile
21193,1060,2024-09-28,share,desktop
21194,1060,2025-09-08,project_create,desktop
21195,1060,2025-10-28,feature_use,desktop
21196,1060,2024-09-06,project_create,tablet
21197,1060,2025-10-08,login,tablet
21198,1060,2025-03-04,file_upload,tablet
21199,1060,2025-01-25,login,desktop
21200,1060,2025-06-01,share,mobile
21201,1061,2024-03-10,file_upload,desktop
21202,1061,2023-12-29,feature_use,mobile
21203,1061,2024-05-09,feature_use,mobile
21204,1061,2024-09-13,login,desktop
21205,1061,2025-02-01,feature_use,mobile
21206,1061,2024-03-29,file_upload,tablet
21207,1061,2024-08-24,feature_use,desktop
21208,1061,2025-01-15,file_upload,mobile
21209,1061,2025-02-25,file_upload,tablet
21210,1061,2024-10-16,project_create,desktop
21211,1061,2023-12-16,file_upload,tablet
21212,1061,2024-07-08,file_upload,desktop
21213,1061,2024-01-14,project_create,desktop
21214,1061,2024-12-05,file_upload,mobile
21215,1061,2023-10-05,share,mobile
21216,1061,2024-05-31,project_create,desktop
21217,1061,2023-11-25,feature_use,desktop
21218,1061,2024-04-22,feature_use,mobile
21219,1061,2025-01-04,login,desktop
21220,1061,2024-05-18,project_create,desktop
21221,1062,2023-11-14,project_create,mobile
21222,1062,2023-04-18,project_create,mobile
21223,1062,2023-08-20,project_create,tablet
21224,1062,2023-07-08,file_upload,tablet
21225,1062,2023-12-30,file_upload,desktop
21226,1062,2024-03-27,file_upload,mobile
21227,1062,2024-07-10,share,mobile
21228,1062,2023-05-15,share,desktop
21229,1062,2023-10-12,file_upload,mobile
21230,1062,2024-03-16,file_upload,desktop
21231,1062,2023-07-12,file_upload,mobile
21232,1062,2024-04-29,project_create,mobile
21233,1062,2023-10-25,share,desktop
21234,1062,2023-04-08,feature_use,mobile
21235,1062,2024-05-13,project_create,mobile
21236,1062,2023-08-06,project_create,mobile
21237,1062,2023-11-27,file_upload,desktop
21238,1062,2023-10-12,file_upload,desktop
21239,1062,2024-06-19,share,mobile
21240,1062,2023-09-14,project_create,tablet
21241,1063,2023-11-06,feature_use,mobile
21242,1063,2023-09-15,share,mobile
21243,1063,2024-01-06,file_upload,mobile
21244,1063,2023-02-28,login,tablet
21245,1063,2023-05-14,project_create,mobile
21246,1063,2024-05-21,project_create,mobile
21247,1063,2023-08-03,file_upload,tablet
21248,1063,2023-11-16,share,tablet
21249,1063,2024-01-11,project_create,desktop
21250,1063,2024-02-26,project_create,mobile
21251,1063,2024-02-27,feature_use,mobile
21252,1063,2023-11-01,file_upload,tablet
21253,1063,2023-02-24,feature_use,mobile
21254,1063,2024-05-30,login,mobile
21255,1063,2024-02-05,file_upload,tablet
21256,1063,2023-12-17,login,tablet
21257,1063,2024-07-10,feature_use,desktop
21258,1063,2024-06-20,login,desktop
21259,1063,2024-02-27,file_upload,tablet
21260,1063,2024-04-22,login,tablet
21261,1064,2025-02-18,share,mobile
21262,1064,2024-04-01,feature_use,tablet
21263,1064,2024-05-21,project_create,desktop
21264,1064,2025-04-23,file_upload,mobile
21265,1064,2024-05-25,project_create,tablet
21266,1064,2024-04-17,share,mobile
21267,1064,2025-07-21,file_upload,mobile
21268,1064,2024-04-01,project_create,mobile
21269,1064,2025-01-25,share,tablet
21270,1064,2025-02-13,file_upload,desktop
21271,1064,2024-11-08,login,mobile
21272,1064,2024-07-26,feature_use,desktop
21273,1064,2024-11-27,login,tablet
21274,1064,2024-03-28,file_upload,tablet
21275,1064,2025-05-31,feature_use,mobile
21276,1064,2024-11-29,login,mobile
21277,1064,2025-06-23,file_upload,mobile
21278,1064,2025-01-18,project_create,mobile
21279,1064,2024-06-12,file_upload,mobile
21280,1064,2024-09-29,feature_use,mobile
21281,1065,2024-01-25,share,mobile
21282,1065,2024-07-28,share,desktop
21283,1065,2024-07-29,login,mobile
21284,1065,2024-05-24,share,tablet
21285,1065,2024-08-18,login,tablet
21286,1065,2023-06-09,project_create,mobile
21287,1065,2023-04-24,feature_use,mobile
21288,1065,2023-06-15,feature_use,tablet
21289,1065,2023-05-07,feature_use,tablet
21290,1065,2024-06-24,feature_use,tablet
21291,1065,2023-03-21,project_create,tablet
21292,1065,2023-04-29,project_create,desktop
21293,1065,2024-06-27,file_upload,desktop
21294,1065,2024-07-03,file_upload,tablet
21295,1065,2024-01-09,feature_use,mobile
21296,1065,2023-07-22,feature_use,mobile
21297,1065,2024-02-23,project_create,tablet
21298,1065,2023-06-07,login,mobile
21299,1065,2024-03-14,project_create,tablet
21300,1065,2023-09-24,project_create,mobile
21301,1066,2024-08-17,login,tablet
21302,1066,2023-08-28,feature_use,mobile
21303,1066,2024-01-15,share,mobile
21304,1066,2023-04-25,project_create,mobile
21305,1066,2024-05-20,feature_use,desktop
21306,1066,2024-08-30,share,desktop
21307,1066,2023-12-18,file_upload,tablet
21308,1066,2023-12-19,file_upload,tablet
21309,1066,2023-10-26,project_create,mobile
21310,1066,2023-11-05,login,desktop
21311,1066,2024-02-27,share,desktop
21312,1066,2024-09-14,feature_use,tablet
21313,1066,2024-08-13,feature_use,desktop
21314,1066,2023-04-28,login,tablet
21315,1066,2024-04-29,login,tablet
21316,1066,2024-03-09,feature_use,tablet
21317,1066,2024-06-09,project_create,mobile
