payment_id,subscription_id,payment_date,amount,payment_status
1706,225,2024-06-03,10.00,success
1707,225,2024-05-03,10.00,success
1708,225,2024-04-03,10.00,success
1709,225,2024-03-03,10.00,success
1710,225,2024-02-03,10.00,success
1711,225,2024-01-03,10.00,success
1712,226,2024-10-24,25.00,success
1713,226,2024-09-24,25.00,success
1714,226,2024-08-24,25.00,success
1715,226,2024-07-24,25.00,success
1716,226,2024-06-24,25.00,success
1717,226,2024-05-24,25.00,success
1718,226,2024-04-24,25.00,success
1719,226,2024-03-24,25.00,success
1720,226,2024-02-24,25.00,success
1721,226,2024-01-24,25.00,success
1722,226,2023-12-24,25.00,success
1723,226,2023-11-24,25.00,success
1724,227,2024-04-13,10.00,success
1725,227,2024-03-13,10.00,success
1726,227,2024-02-13,10.00,success
1727,227,2024-01-13,10.00,success
1728,227,2023-12-13,10.00,success
1729,227,2023-11-13,10.00,success
1730,227,2023-10-13,10.00,success
1731,227,2023-09-13,10.00,success
1732,227,2023-08-13,10.00,success
1733,227,2023-07-13,10.00,success
1734,227,2023-06-13,10.00,success
1735,227,2023-05-13,10.00,success
1736,228,2024-10-01,25.00,success
1737,228,2024-09-01,25.00,success
1738,228,2024-08-01,25.00,success
1739,228,2024-07-01,25.00,success
1740,229,2023-06-07,10.00,success
1741,229,2023-05-07,10.00,failed
1742,229,2023-04-07,10.00,success
1743,229,2023-03-07,10.00,success
1744,229,2023-02-07,10.00,success
1745,230,2025-06-25,10.00,success
1746,230,2025-05-25,10.00,success
1747,230,2025-04-25,10.00,failed
1748,230,2025-03-25,10.00,success
1749,230,2025-02-25,10.00,success
1750,230,2025-01-25,10.00,success
1751,230,2024-12-25,10.00,success
1752,230,2024-11-25,10.00,success
1753,230,2024-10-25,10.00,success
1754,230,2024-09-25,10.00,success
1755,230,2024-08-25,10.00,success
1756,230,2024-07-25,10.00,success
1757,231,2023-05-20,10.00,success
1758,231,2023-04-20,10.00,success
1759,231,2023-03-20,10.00,success
1760,231,2023-02-20,10.00,success
1761,232,2023-11-24,10.00,success
1762,232,2023-10-24,10.00,success
1763,232,2023-09-24,10.00,success
1764,232,2023-08-24,10.00,success
1765,232,2023-07-24,10.00,success
1766,232,2023-06-24,10.00,success
1767,233,2024-02-24,10.00,success
1768,233,2024-01-24,10.00,success
1769,234,2024-06-12,10.00,success
1770,234,2024-05-12,10.00,success
1771,234,2024-04-12,10.00,success
1772,234,2024-03-12,10.00,failed
1773,234,2024-02-12,10.00,success
1774,234,2024-01-12,10.00,success
1775,234,2023-12-12,10.00,success
1776,234,2023-11-12,10.00,success
1777,234,2023-10-12,10.00,success
1778,235,2024-01-11,10.00,success
1779,235,2023-12-11,10.00,success
1780,235,2023-11-11,10.00,success
1781,235,2023-10-11,10.00,success
1782,235,2023-09-11,10.00,success
1783,235,2023-08-11,10.00,success
1784,236,2023-07-23,25.00,success
1785,236,2023-06-23,25.00,success
1786,236,2023-05-23,25.00,success
1787,236,2023-04-23,25.00,success
1788,236,2023-03-23,25.00,success
1789,236,2023-02-23,25.00,success
1790,237,2023-10-14,10.00,success
1791,237,2023-09-14,10.00,success
1792,237,2023-08-14,10.00,success
1793,237,2023-07-14,10.00,success
1794,237,2023-06-14,10.00,success
1795,237,2023-05-14,10.00,success
1796,237,2023-04-14,10.00,success
1797,237,2023-03-14,10.00,success
1798,238,2023-11-15,25.00,success
1799,238,2023-10-15,25.00,success
1800,238,2023-09-15,25.00,success
1801,238,2023-08-15,25.00,success
1802,238,2023-07-15,25.00,success
1803,239,2025-02-22,25.00,success
1804,239,2025-01-22,25.00,success
1805,239,2024-12-22,25.00,success
1806,239,2024-11-22,25.00,success
1807,239,2024-10-22,25.00,success
1808,239,2024-09-22,25.00,success
1809,239,2024-08-22,25.00,failed
1810,239,2024-07-22,25.00,success
1811,239,2024-06-22,25.00,success
1812,239,2024-05-22,25.00,success
1813,239,2024-04-22,25.00,success
1814,239,2024-03-22,25.00,success
1815,240,2023-04-21,10.00,success
1816,240,2023-03-21,10.00,success
1817,240,2023-02-21,10.00,success
1818,241,2023-08-18,25.00,success
1819,241,2023-07-18,25.00,success
1820,241,2023-06-18,25.00,success
1821,241,2023-05-18,25.00,success
1822,241,2023-04-18,25.00,success
1823,241,2023-03-18,25.00,success
1824,242,2024-06-13,10.00,success
1825,242,2024-05-13,10.00,success
1826,242,2024-04-13,10.00,success
1827,243,2024-07-10,10.00,success
1828,243,2024-06-10,10.00,success
1829,243,2024-05-10,10.00,success
1830,243,2024-04-10,10.00,success
1831,243,2024-03-10,10.00,success
1832,243,2024-02-10,10.00,success
1833,244,2024-09-01,25.00,success
1834,244,2024-08-01,25.00,failed
1835,244,2024-07-01,25.00,success
1836,244,2024-06-01,25.00,success
1837,244,2024-05-01,25.00,success
1838,244,2024-04-01,25.00,success
1839,244,2024-03-01,25.00,success
1840,245,2025-04-01,25.00,success
1841,245,2025-03-01,25.00,success
1842,245,2025-02-01,25.00,success
1843,245,2025-01-01,25.00,success
1844,245,2024-12-01,25.00,success
1845,245,2024-11-01,25.00,success
1846,245,2024-10-01,25.00,success
1847,245,2024-09-01,25.00,success
1848,245,2024-08-01,25.00,success
1849,245,2024-07-01,25.00,success
1850,246,2024-03-05,10.00,success
1851,246,2024-02-05,10.00,success
1852,247,2023-08-12,10.00,success
1853,247,2023-07-12,10.00,success
1854,247,2023-06-12,10.00,success
1855,248,2024-04-20,10.00,success
1856,248,2024-03-20,10.00,success
1857,248,2024-02-20,10.00,success
1858,248,2024-01-20,10.00,success
1859,248,2023-12-20,10.00,success
1860,248,2023-11-20,10.00,success
1861,249,2024-08-03,10.00,success
1862,249,2024-07-03,10.00,success
1863,250,2024-10-08,10.00,success
1864,250,2024-09-08,10.00,failed
1865,250,2024-08-08,10.00,success
1866,250,2024-07-08,10.00,success
1867,250,2024-06-08,10.00,success
1868,250,2024-05-08,10.00,success
1869,250,2024-04-08,10.00,success
1870,250,2024-03-08,10.00,success
1871,251,2024-04-15,10.00,success
1872,251,2024-03-15,10.00,success
1873,251,2024-02-15,10.00,success
1874,251,2024-01-15,10.00,success
1875,251,2023-12-15,10.00,success
1876,251,2023-11-15,10.00,success
1877,251,2023-10-15,10.00,success
1878,251,2023-09-15,10.00,success
1879,251,2023-08-15,10.00,success
1880,252,2024-01-12,10.00,success
1881,252,2023-12-12,10.00,success
1882,252,2023-11-12,10.00,success
1883,252,2023-10-12,10.00,success
1884,252,2023-09-12,10.00,success
1885,252,2023-08-12,10.00,success
1886,253,2023-12-18,10.00,success
1887,253,2023-11-18,10.00,success
1888,253,2023-10-18,10.00,success
1889,253,2023-09-18,10.00,success
1890,253,2023-08-18,10.00,success
1891,253,2023-07-18,10.00,success
1892,253,2023-06-18,10.00,success
1893,253,2023-05-18,10.00,success
1894,253,2023-04-18,10.00,success
1895,253,2023-03-18,10.00,failed
1896,253,2023-02-18,10.00,success
1897,254,2025-03-04,10.00,success
1898,254,2025-02-04,10.00,success
1899,254,2025-01-04,10.00,success
1900,254,2024-12-04,10.00,success
1901,254,2024-11-04,10.00,success
1902,254,2024-10-04,10.00,success
1903,254,2024-09-04,10.00,success
1904,254,2024-08-04,10.00,failed
1905,254,2024-07-04,10.00,success
1906,254,2024-06-04,10.00,success
1907,255,2024-01-25,10.00,success
1908,255,2023-12-25,10.00,success
1909,256,2024-04-13,25.00,failed
1910,256,2024-03-13,25.00,success
1911,257,2023-12-04,10.00,success
1912,257,2023-11-04,10.00,success
1913,258,2024-02-20,10.00,success
1914,258,2024-01-20,10.00,success
1915,258,2023-12-20,10.00,success
1916,258,2023-11-20,10.00,success
1917,258,2023-10-20,10.00,success
1918,258,2023-09-20,10.00,success
1919,258,2023-08-20,10.00,success
1920,258,2023-07-20,10.00,success
1921,259,2025-01-17,10.00,success
1922,259,2024-12-17,10.00,success
1923,259,2024-11-17,10.00,success
1924,259,2024-10-17,10.00,success
1925,259,2024-09-17,10.00,success
1926,259,2024-08-17,10.00,success
1927,259,2024-07-17,10.00,success
1928,259,2024-06-17,10.00,success
1929,259,2024-05-17,10.00,success
1930,259,2024-04-17,10.00,success
1931,259,2024-03-17,10.00,success
1932,260,2025-03-05,10.00,success
1933,260,2025-02-05,10.00,success
1934,260,2025-01-05,10.00,success
1935,260,2024-12-05,10.00,success
1936,260,2024-11-05,10.00,success
1937,260,2024-10-05,10.00,success
1938,260,2024-09-05,10.00,success
1939,260,2024-08-05,10.00,success
1940,260,2024-07-05,10.00,success
1941,260,2024-06-05,10.00,success
1942,260,2024-05-05,10.00,success
1943,260,2024-04-05,10.00,success
1944,261,2024-03-19,10.00,success
1945,261,2024-02-19,10.00,success
1946,261,2024-01-19,10.00,success
1947,261,2023-12-19,10.00,success
1948,261,2023-11-19,10.00,success
1949,261,2023-10-19,10.00,success
1950,261,2023-09-19,10.00,success
1951,261,2023-08-19,10.00,success
1952,261,2023-07-19,10.00,success
1953,261,2023-06-19,10.00,success
1954,262,2024-12-27,10.00,success
1955,262,2024-11-27,10.00,success
1956,262,2024-10-27,10.00,success
1957,262,2024-09-27,10.00,success
1958,262,2024-08-27,10.00,failed
1959,262,2024-07-27,10.00,success
1960,262,2024-06-27,10.00,success
1961,262,2024-05-27,10.00,success
1962,262,2024-04-27,10.00,success
1963,262,2024-03-27,10.00,success
1964,262,2024-02-27,10.00,success
1965,262,2024-01-27,10.00,success
1966,263,2024-09-01,10.00,success
1967,263,2024-08-01,10.00,success
1968,263,2024-07-01,10.00,success
1969,263,2024-06-01,10.00,success
1970,263,2024-05-01,10.00,success
1971,263,2024-04-01,10.00,success
1972,263,2024-03-01,10.00,success
1973,263,2024-02-01,10.00,success
1974,264,2024-06-07,10.00,success
1975,264,2024-05-07,10.00,success
1976,264,2024-04-07,10.00,success
1977,264,2024-03-07,10.00,success
1978,264,2024-02-07,10.00,success
1979,264,2024-01-07,10.00,success
1980,264,2023-12-07,10.00,success
1981,264,2023-11-07,10.00,success
1982,264,2023-10-07,10.00,success
1983,264,2023-09-07,10.00,success
1984,264,2023-08-07,10.00,success
1985,265,2024-02-07,25.00,success
1986,265,2024-01-07,25.00,success
1987,265,2023-12-07,25.00,success
1988,266,2024-04-20,10.00,success
1989,266,2024-03-20,10.00,success
1990,266,2024-02-20,10.00,success
1991,266,2024-01-20,10.00,failed
1992,266,2023-12-20,10.00,success
1993,266,2023-11-20,10.00,success
1994,266,2023-10-20,10.00,success
1995,267,2024-02-02,10.00,success
1996,267,2024-01-02,10.00,success
1997,267,2023-12-02,10.00,success
1998,267,2023-11-02,10.00,success
1999,267,2023-10-02,10.00,success
2000,267,2023-09-02,10.00,success
2001,267,2023-08-02,10.00,success
2002,267,2023-07-02,10.00,success
2003,267,2023-06-02,10.00,success
2004,267,2023-05-02,10.00,success
2005,267,2023-04-02,10.00,success
2006,267,2023-03-02,10.00,success
2007,268,2024-07-29,10.00,success
2008,268,2024-06-29,10.00,success
2009,268,2024-05-29,10.00,success
2010,268,2024-04-29,10.00,success
2011,268,2024-03-29,10.00,success
2012,268,2024-02-29,10.00,success
2013,268,2024-01-29,10.00,success
2014,268,2023-12-29,10.00,success
2015,268,2023-11-29,10.00,success
2016,268,2023-10-29,10.00,success
2017,269,2024-10-07,10.00,success
2018,269,2024-09-07,10.00,success
2019,269,2024-08-07,10.00,success
2020,269,2024-07-07,10.00,success
2021,269,2024-06-07,10.00,success
2022,269,2024-05-07,10.00,success
2023,269,2024-04-07,10.00,success
2024,269,2024-03-07,10.00,success
2025,269,2024-02-07,10.00,success
2026,269,2024-01-07,10.00,success
2027,269,2023-12-07,10.00,success
2028,269,2023-11-07,10.00,success
2029,270,2024-07-20,10.00,success
2030,270,2024-06-20,10.00,success
2031,270,2024-05-20,10.00,failed
2032,270,2024-04-20,10.00,success
2033,270,2024-03-20,10.00,success
2034,270,2024-02-20,10.00,success
2035,270,2024-01-20,10.00,success
2036,270,2023-12-20,10.00,success
2037,271,2023-10-11,10.00,success
2038,271,2023-09-11,10.00,success
2039,271,2023-08-11,10.00,success
2040,271,2023-07-11,10.00,success
2041,271,2023-06-11,10.00,success
2042,271,2023-05-11,10.00,success
2043,271,2023-04-11,10.00,success
2044,272,2024-08-13,25.00,success
2045,272,2024-07-13,25.00,success
2046,272,2024-06-13,25.00,success
2047,272,2024-05-13,25.00,success
2048,272,2024-04-13,25.00,success
2049,272,2024-03-13,25.00,success
2050,272,2024-02-13,25.00,success
2051,272,2024-01-13,25.00,success
2052,272,2023-12-13,25.00,success
2053,272,2023-11-13,25.00,success
2054,272,2023-10-13,25.00,success
2055,272,2023-09-13,25.00,success
2056,273,2024-02-28,10.00,success
2057,273,2024-01-28,10.00,success
2058,273,2023-12-28,10.00,success
2059,274,2025-01-17,10.00,success
2060,274,2024-12-17,10.00,failed
2061,274,2024-11-17,10.00,success
2062,274,2024-10-17,10.00,failed
2063,274,2024-09-17,10.00,success
2064,274,2024-08-17,10.00,success
2065,274,2024-07-17,10.00,success
2066,274,2024-06-17,10.00,success
2067,274,2024-05-17,10.00,success
2068,274,2024-04-17,10.00,success
2069,275,2023-11-29,25.00,success
2070,275,2023-10-29,25.00,success
2071,276,2024-07-01,25.00,success
2072,276,2024-06-01,25.00,success
2073,276,2024-05-01,25.00,success
2074,276,2024-04-01,25.00,success
2075,276,2024-03-01,25.00,success
2076,276,2024-02-01,25.00,success
2077,276,2024-01-01,25.00,success
2078,276,2023-12-01,25.00,failed
2079,276,2023-11-01,25.00,success
2080,276,2023-10-01,25.00,success
2081,276,2023-09-01,25.00,success
2082,277,2024-04-25,25.00,success
2083,277,2024-03-25,25.00,success
2084,277,2024-02-25,25.00,success
2085,277,2024-01-25,25.00,success
2086,277,2023-12-25,25.00,failed
2087,277,2023-11-25,25.00,success
2088,277,2023-10-25,25.00,success
2089,277,2023-09-25,25.00,success
2090,277,2023-08-25,25.00,success
2091,278,2024-07-23,25.00,success
2092,278,2024-06-23,25.00,success
2093,278,2024-05-23,25.00,success
2094,278,2024-04-23,25.00,success
2095,278,2024-03-23,25.00,success
2096,278,2024-02-23,25.00,success
2097,278,2024-01-23,25.00,success
2098,278,2023-12-23,25.00,success
2099,278,2023-11-23,25.00,success
2100,278,2023-10-23,25.00,success
2101,278,2023-09-23,25.00,success
2102,279,2024-08-04,10.00,success
2103,279,2024-07-04,10.00,success
2104,279,2024-06-04,10.00,success
2105,279,2024-05-04,10.00,failed
2106,279,2024-04-04,10.00,success
2107,279,2024-03-04,10.00,success
2108,279,2024-02-04,10.00,success
2109,279,2024-01-04,10.00,success
2110,279,2023-12-04,10.00,success
2111,279,2023-11-04,10.00,failed
2112,279,2023-10-04,10.00,success
2113,279,2023-09-04,10.00,success
2114,280,2024-03-29,10.00,success
2115,280,2024-02-29,10.00,success
2116,280,2024-01-29,10.00,success
2117,280,2023-12-29,10.00,success
2118,280,2023-11-29,10.00,success
2119,280,2023-10-29,10.00,success
2120,280,2023-09-29,10.00,success
2121,280,2023-08-29,10.00,success
2122,280,2023-07-29,10.00,success
2123,281,2024-01-24,10.00,success
2124,281,2023-12-24,10.00,success
2125,281,2023-11-24,10.00,failed
2126,281,2023-10-24,10.00,success
2127,281,2023-09-24,10.00,success
2128,281,2023-08-24,10.00,success
2129,281,2023-07-24,10.00,success
2130,281,2023-06-24,10.00,success
2131,281,2023-05-24,10.00,success
2132,281,2023-04-24,10.00,success
2133,281,2023-03-24,10.00,success
2134,282,2024-08-23,25.00,success
2135,282,2024-07-23,25.00,success
2136,282,2024-06-23,25.00,success
2137,282,2024-05-23,25.00,success
2138,282,2024-04-23,25.00,success
2139,282,2024-03-23,25.00,success
2140,282,2024-02-23,25.00,success
2141,282,2024-01-23,25.00,success
2142,282,2023-12-23,25.00,success
2143,283,2024-10-21,10.00,success
2144,283,2024-09-21,10.00,success
2145,283,2024-08-21,10.00,success
2146,283,2024-07-21,10.00,success
2147,283,2024-06-21,10.00,success
2148,284,2024-06-26,10.00,success
2149,284,2024-05-26,10.00,success
2150,284,2024-04-26,10.00,success
2151,284,2024-03-26,10.00,success
2152,284,2024-02-26,10.00,success
2153,284,2024-01-26,10.00,failed
2154,284,2023-12-26,10.00,success
2155,285,2024-07-23,10.00,success
2156,285,2024-06-23,10.00,success
2157,285,2024-05-23,10.00,success
2158,285,2024-04-23,10.00,success
2159,285,2024-03-23,10.00,success
2160,285,2024-02-23,10.00,success
2161,285,2024-01-23,10.00,success
2162,285,2023-12-23,10.00,success
2163,285,2023-11-23,10.00,success
2164,285,2023-10-23,10.00,success
2165,285,2023-09-23,10.00,success
2166,286,2023-12-08,10.00,success
2167,286,2023-11-08,10.00,success
2168,287,2023-04-14,10.00,success
2169,287,2023-03-14,10.00,success
2170,287,2023-02-14,10.00,success
2171,287,2023-01-14,10.00,success
2172,288,2024-08-19,25.00,failed
2173,288,2024-07-19,25.00,success
2174,288,2024-06-19,25.00,success
2175,288,2024-05-19,25.00,success
2176,288,2024-04-19,25.00,success
2177,288,2024-03-19,25.00,success
2178,288,2024-02-19,25.00,success
2179,289,2024-04-29,10.00,failed
2180,289,2024-03-29,10.00,success
2181,289,2024-02-29,10.00,success
2182,289,2024-01-29,10.00,success
2183,289,2023-12-29,10.00,success
2184,289,2023-11-29,10.00,success
2185,289,2023-10-29,10.00,success
2186,289,2023-09-29,10.00,success
2187,289,2023-08-29,10.00,success
2188,290,2024-06-16,10.00,success
2189,290,2024-05-16,10.00,success
2190,290,2024-04-16,10.00,success
2191,291,2025-04-24,10.00,success
2192,291,2025-03-24,10.00,success
2193,291,2025-02-24,10.00,success
2194,291,2025-01-24,10.00,success
2195,291,2024-12-24,10.00,success
2196,291,2024-11-24,10.00,failed
2197,291,2024-10-24,10.00,failed
2198,291,2024-09-24,10.00,success
2199,291,2024-08-24,10.00,success
2200,291,2024-07-24,10.00,success
2201,291,2024-06-24,10.00,success
2202,291,2024-05-24,10.00,success
2203,292,2024-02-20,10.00,success
2204,292,2024-01-20,10.00,success
2205,292,2023-12-20,10.00,success
2206,292,2023-11-20,10.00,success
2207,292,2023-10-20,10.00,success
2208,292,2023-09-20,10.00,success
2209,292,2023-08-20,10.00,success
2210,292,2023-07-20,10.00,failed
2211,292,2023-06-20,10.00,success
2212,292,2023-05-20,10.00,success
2213,292,2023-04-20,10.00,success
2214,292,2023-03-20,10.00,success
2215,293,2024-06-20,10.00,success
2216,293,2024-05-20,10.00,failed
2217,293,2024-04-20,10.00,success
2218,294,2024-05-25,10.00,failed
2219,294,2024-04-25,10.00,success
2220,294,2024-03-25,10.00,success
2221,294,2024-02-25,10.00,success
2222,294,2024-01-25,10.00,success
2223,294,2023-12-25,10.00,success
2224,295,2025-02-06,25.00,success
2225,295,2025-01-06,25.00,success
2226,295,2024-12-06,25.00,success
2227,295,2024-11-06,25.00,success
2228,295,2024-10-06,25.00,success
2229,295,2024-09-06,25.00,success
2230,295,2024-08-06,25.00,success
2231,295,2024-07-06,25.00,success
2232,295,2024-06-06,25.00,success
2233,295,2024-05-06,25.00,success
2234,295,2024-04-06,25.00,success
2235,295,2024-03-06,25.00,success
2236,296,2024-04-11,10.00,success
2237,296,2024-03-11,10.00,success
2238,296,2024-02-11,10.00,success
2239,296,2024-01-11,10.00,success
2240,296,2023-12-11,10.00,success
2241,296,2023-11-11,10.00,success
2242,296,2023-10-11,10.00,success
2243,296,2023-09-11,10.00,success
2244,297,2024-08-28,10.00,success
2245,297,2024-07-28,10.00,success
2246,297,2024-06-28,10.00,success
2247,297,2024-05-28,10.00,success
2248,298,2023-10-10,10.00,success
2249,298,2023-09-10,10.00,success
2250,298,2023-08-10,10.00,success
2251,298,2023-07-10,10.00,success
2252,298,2023-06-10,10.00,success
2253,298,2023-05-10,10.00,success
2254,298,2023-04-10,10.00,success
2255,298,2023-03-10,10.00,success
2256,298,2023-02-10,10.00,success
2257,299,2024-03-11,10.00,success
2258,299,2024-02-11,10.00,success
2259,299,2024-01-11,10.00,success
2260,299,2023-12-11,10.00,success
2261,299,2023-11-11,10.00,success
2262,299,2023-10-11,10.00,success
2263,299,2023-09-11,10.00,success
2264,299,2023-08-11,10.00,failed
2265,299,2023-07-11,10.00,success
2266,299,2023-06-11,10.00,success
2267,299,2023-05-11,10.00,success
2268,300,2023-08-13,25.00,success
2269,300,2023-07-13,25.00,success
2270,300,2023-06-13,25.00,success
2271,300,2023-05-13,25.00,success
2272,301,2024-05-31,10.00,success
2273,301,2024-04-30,10.00,success
2274,301,2024-03-31,10.00,success
2275,302,2024-05-24,25.00,success
2276,302,2024-04-24,25.00,success
2277,302,2024-03-24,25.00,success
2278,302,2024-02-24,25.00,success
2279,302,2024-01-24,25.00,failed
2280,302,2023-12-24,25.00,success
2281,302,2023-11-24,25.00,success
2282,302,2023-10-24,25.00,success
2283,302,2023-09-24,25.00,success
2284,302,2023-08-24,25.00,success
2285,303,2025-02-11,10.00,success
2286,303,2025-01-11,10.00,success
2287,303,2024-12-11,10.00,success
2288,303,2024-11-11,10.00,success
2289,303,2024-10-11,10.00,success
2290,303,2024-09-11,10.00,success
2291,303,2024-08-11,10.00,success
2292,303,2024-07-11,10.00,success
2293,303,2024-06-11,10.00,success
2294,303,2024-05-11,10.00,failed
2295,303,2024-04-11,10.00,success
2296,303,2024-03-11,10.00,success
2297,304,2023-08-13,10.00,success
2298,304,2023-07-13,10.00,success
2299,304,2023-06-13,10.00,success
2300,304,2023-05-13,10.00,success
2301,305,2024-02-25,25.00,success
2302,305,2024-01-25,25.00,success
2303,305,2023-12-25,25.00,success
2304,305,2023-11-25,25.00,success
2305,305,2023-10-25,25.00,success
2306,305,2023-09-25,25.00,success
2307,306,2024-06-18,10.00,success
2308,306,2024-05-18,10.00,success
2309,306,2024-04-18,10.00,success
2310,306,2024-03-18,10.00,success
2311,306,2024-02-18,10.00,success
2312,307,2024-01-22,10.00,success
2313,307,2023-12-22,10.00,success
2314,308,2023-12-23,10.00,success
2315,308,2023-11-23,10.00,success
2316,308,2023-10-23,10.00,success
2317,308,2023-09-23,10.00,success
2318,308,2023-08-23,10.00,failed
2319,308,2023-07-23,10.00,success
2320,308,2023-06-23,10.00,success
2321,308,2023-05-23,10.00,success
2322,308,2023-04-23,10.00,success
2323,308,2023-03-23,10.00,success
2324,309,2024-04-30,10.00,success
2325,309,2024-03-30,10.00,success
2326,309,2024-02-29,10.00,failed
2327,309,2024-01-30,10.00,success
2328,309,2023-12-30,10.00,success
2329,310,2024-04-27,10.00,success
2330,310,2024-03-27,10.00,success
2331,310,2024-02-27,10.00,failed
2332,310,2024-01-27,10.00,success
2333,310,2023-12-27,10.00,success
2334,310,2023-11-27,10.00,failed
2335,310,2023-10-27,10.00,failed
2336,310,2023-09-27,10.00,success
2337,310,2023-08-27,10.00,success
2338,311,2024-07-13,25.00,success
2339,311,2024-06-13,25.00,success
2340,311,2024-05-13,25.00,success
2341,311,2024-04-13,25.00,success
2342,311,2024-03-13,25.00,success
2343,311,2024-02-13,25.00,success
2344,311,2024-01-13,25.00,success
2345,311,2023-12-13,25.00,success
2346,311,2023-11-13,25.00,success
2347,311,2023-10-13,25.00,success
2348,311,2023-09-13,25.00,failed
2349,312,2023-10-29,10.00,success
2350,312,2023-09-29,10.00,success
2351,312,2023-08-29,10.00,success
2352,312,2023-07-29,10.00,success
2353,312,2023-06-29,10.00,success
2354,313,2024-10-01,25.00,success
2355,313,2024-09-01,25.00,success
2356,313,2024-08-01,25.00,success
2357,313,2024-07-01,25.00,success
2358,313,2024-06-01,25.00,success
2359,314,2024-02-29,25.00,success
2360,314,2024-01-31,25.00,success
2361,314,2023-12-31,25.00,success
2362,314,2023-11-30,25.00,success
2363,314,2023-10-31,25.00,success
2364,314,2023-09-30,25.00,success
2365,314,2023-08-31,25.00,success
2366,314,2023-07-31,25.00,success
2367,315,2025-01-26,25.00,success
2368,315,2024-12-26,25.00,success
2369,315,2024-11-26,25.00,success
2370,315,2024-10-26,25.00,success
2371,315,2024-09-26,25.00,success
2372,315,2024-08-26,25.00,success
2373,315,2024-07-26,25.00,success
2374,315,2024-06-26,25.00,success
2375,316,2023-10-21,10.00,success
2376,316,2023-09-21,10.00,success
2377,316,2023-08-21,10.00,success
2378,316,2023-07-21,10.00,success
2379,316,2023-06-21,10.00,success
2380,316,2023-05-21,10.00,success
2381,317,2025-02-12,25.00,success
2382,317,2025-01-12,25.00,failed
2383,317,2024-12-12,25.00,success
2384,317,2024-11-12,25.00,success
2385,317,2024-10-12,25.00,success
2386,317,2024-09-12,25.00,success
2387,317,2024-08-12,25.00,success
2388,317,2024-07-12,25.00,success
2389,317,2024-06-12,25.00,success
2390,317,2024-05-12,25.00,success
2391,318,2024-09-20,25.00,success
2392,318,2024-08-20,25.00,failed
2393,318,2024-07-20,25.00,success
2394,318,2024-06-20,25.00,success
2395,318,2024-05-20,25.00,success
2396,318,2024-04-20,25.00,success
2397,318,2024-03-20,25.00,failed
2398,318,2024-02-20,25.00,success
2399,318,2024-01-20,25.00,success
2400,318,2023-12-20,25.00,success
2401,319,2023-11-08,10.00,success
2402,319,2023-10-08,10.00,success
2403,319,2023-09-08,10.00,success
2404,319,2023-08-08,10.00,success
2405,319,2023-07-08,10.00,failed
2406,319,2023-06-08,10.00,success
2407,319,2023-05-08,10.00,success
2408,319,2023-04-08,10.00,success
2409,320,2023-09-24,25.00,success
2410,320,2023-08-24,25.00,success
2411,320,2023-07-24,25.00,success
2412,320,2023-06-24,25.00,success
2413,320,2023-05-24,25.00,success
2414,320,2023-04-24,25.00,success
2415,321,2023-10-04,10.00,success
2416,321,2023-09-04,10.00,success
2417,321,2023-08-04,10.00,success
2418,321,2023-07-04,10.00,success
2419,321,2023-06-04,10.00,success
2420,321,2023-05-04,10.00,success
2421,321,2023-04-04,10.00,success
2422,321,2023-03-04,10.00,success
2423,322,2023-10-12,10.00,success
2424,322,2023-09-12,10.00,success
2425,322,2023-08-12,10.00,failed
2426,322,2023-07-12,10.00,success
2427,322,2023-06-12,10.00,success
2428,322,2023-05-12,10.00,success
2429,323,2024-10-15,10.00,success
2430,323,2024-09-15,10.00,success
2431,323,2024-08-15,10.00,success
2432,323,2024-07-15,10.00,success
2433,323,2024-06-15,10.00,success
2434,323,2024-05-15,10.00,success
2435,323,2024-04-15,10.00,success
2436,323,2024-03-15,10.00,success
2437,323,2024-02-15,10.00,success
2438,323,2024-01-15,10.00,success
2439,323,2023-12-15,10.00,failed
2440,323,2023-11-15,10.00,success
2441,324,2024-08-18,10.00,success
2442,324,2024-07-18,10.00,success
2443,324,2024-06-18,10.00,success
2444,324,2024-05-18,10.00,success
2445,324,2024-04-18,10.00,success
2446,325,2024-05-11,25.00,success
2447,325,2024-04-11,25.00,success
2448,325,2024-03-11,25.00,success
2449,325,2024-02-11,25.00,success
2450,325,2024-01-11,25.00,success
2451,325,2023-12-11,25.00,success
2452,325,2023-11-11,25.00,success
2453,325,2023-10-11,25.00,success
2454,325,2023-09-11,25.00,success
2455,325,2023-08-11,25.00,success
2456,325,2023-07-11,25.00,success
2457,325,2023-06-11,25.00,success
2458,326,2023-11-15,25.00,success
2459,326,2023-10-15,25.00,success
2460,326,2023-09-15,25.00,success
2461,326,2023-08-15,25.00,success
2462,326,2023-07-15,25.00,success
2463,327,2024-03-14,10.00,success
2464,327,2024-02-14,10.00,success
2465,327,2024-01-14,10.00,success
2466,327,2023-12-14,10.00,success
2467,327,2023-11-14,10.00,success
2468,327,2023-10-14,10.00,success
2469,327,2023-09-14,10.00,success
2470,327,2023-08-14,10.00,success
2471,327,2023-07-14,10.00,success
2472,327,2023-06-14,10.00,success
2473,327,2023-05-14,10.00,success
2474,327,2023-04-14,10.00,success
2475,328,2023-11-25,10.00,success
2476,328,2023-10-25,10.00,success
2477,328,2023-09-25,10.00,success
2478,328,2023-08-25,10.00,success
2479,328,2023-07-25,10.00,success
