subscription_id,user_id,plan_type,start_date,end_date,status
529,2129,Basic,2023-05-17,2023-06-17,active
530,2135,Basic,2024-03-02,2024-05-02,cancelled
531,2153,Basic,2024-03-19,2024-10-19,cancelled
532,2158,Basic,2023-08-24,2024-03-24,cancelled
533,2164,Basic,2024-05-29,2024-12-29,cancelled
534,2166,Basic,2023-10-10,2024-09-10,active
535,2176,Basic,2023-07-07,2023-12-07,active
536,2177,Basic,2024-01-20,2024-12-20,active
537,2181,Basic,2024-07-06,2025-01-06,cancelled
538,2190,Basic,2024-01-08,2024-11-08,active
539,2194,Pro,2023-07-13,2024-01-13,active
540,2215,Basic,2023-09-08,2024-08-08,active
541,2224,Basic,2024-03-20,2024-12-20,active
542,2229,Pro,2023-10-26,2024-04-26,active
543,2232,Basic,2023-05-30,2024-02-29,cancelled
544,2240,Basic,2023-10-23,2024-08-23,cancelled
545,2241,Basic,2023-10-17,2024-09-17,active
546,2246,Pro,2023-12-30,2024-02-29,cancelled
547,2248,Basic,2023-12-02,2024-10-02,active
548,2254,Basic,2024-04-26,2024-08-26,cancelled
549,2260,Pro,2023-04-14,2023-08-14,active
550,2261,Pro,2023-03-08,2023-06-08,cancelled
551,2265,Basic,2024-03-21,2024-09-21,active
552,2266,Basic,2023-06-23,2024-02-23,cancelled
553,2267,Pro,2023-06-18,2023-11-18,cancelled
554,2268,Basic,2023-07-08,2024-03-08,active
555,2269,Basic,2024-04-26,2024-10-26,cancelled
556,2284,Pro,2023-12-29,2024-04-29,cancelled
557,2286,Basic,2023-12-24,2024-02-24,cancelled
558,2290,Pro,2023-07-06,2024-03-06,cancelled
559,2295,Basic,2023-12-06,2024-05-06,cancelled
560,2297,Enterprise,2024-01-17,2025-01-17,active
561,2309,Pro,2023-01-28,2023-07-28,active
562,2311,Basic,2023-06-10,2023-11-10,cancelled
563,2316,Basic,2023-03-06,2023-08-06,cancelled
564,2318,Pro,2024-03-07,2024-11-07,cancelled
565,2321,Basic,2023-12-24,2024-07-24,cancelled
566,2353,Pro,2024-05-31,2025-05-31,cancelled
567,2355,Basic,2024-05-02,2025-05-02,cancelled
568,2358,Pro,2023-05-30,2023-11-30,cancelled
569,2364,Pro,2023-03-21,2024-03-21,cancelled
570,2365,Basic,2023-07-06,2024-07-06,active
571,2370,Basic,2024-01-13,2025-01-13,active
572,2382,Basic,2023-03-26,2024-01-26,cancelled
573,2383,Basic,2023-02-04,2024-02-04,cancelled
574,2386,Basic,2024-01-15,2025-01-15,cancelled
575,2390,Pro,2023-12-20,2024-08-20,active
576,2402,Basic,2023-03-12,2023-04-12,cancelled
577,2405,Pro,2023-12-19,2024-03-19,active
578,2406,Basic,2023-09-12,2023-11-12,cancelled
579,2417,Basic,2023-07-26,2024-04-26,cancelled
580,2418,Pro,2023-09-22,2024-06-22,cancelled
581,2423,Basic,2023-09-04,2024-02-04,active
582,2424,Basic,2024-02-12,2024-07-12,cancelled
583,2430,Pro,2023-04-21,2023-06-21,active
584,2435,Pro,2024-07-02,2025-01-02,cancelled
585,2436,Basic,2023-07-21,2024-07-21,cancelled
586,2438,Basic,2024-06-04,2025-02-04,active
587,2441,Basic,2023-08-19,2024-05-19,cancelled
588,2443,Pro,2024-07-15,2025-06-15,cancelled
589,2444,Pro,2023-06-17,2023-10-17,active
590,2446,Basic,2023-08-15,2024-07-15,cancelled
591,2454,Pro,2024-03-25,2024-04-25,active
592,2458,Basic,2023-10-17,2024-03-17,active
593,2469,Basic,2024-05-11,2025-05-11,active
594,2472,Basic,2024-03-11,2025-02-11,cancelled
595,2473,Pro,2023-11-02,2024-08-02,active
596,2481,Basic,2023-07-11,2024-01-11,cancelled
597,2482,Basic,2023-11-05,2024-01-05,cancelled
598,2488,Pro,2024-06-27,2025-03-27,cancelled
599,2493,Basic,2023-06-28,2023-10-28,cancelled
600,2497,Basic,2023-07-20,2023-11-20,cancelled
601,2509,Basic,2023-01-31,2023-08-31,cancelled
602,2510,Basic,2023-03-22,2023-08-22,cancelled
603,2513,Basic,2024-02-25,2024-04-25,cancelled
604,2514,Pro,2024-01-04,2024-08-04,active
605,2519,Basic,2023-02-07,2023-11-07,active
606,2520,Basic,2023-03-07,2023-12-07,cancelled
607,2526,Pro,2023-02-19,2023-08-19,cancelled
608,2529,Basic,2023-06-09,2023-08-09,active
609,2533,Pro,2023-11-20,2024-05-20,active
610,2538,Basic,2023-06-20,2023-10-20,active
611,2539,Basic,2023-10-03,2024-02-03,active
612,2544,Pro,2023-10-21,2024-03-21,cancelled
613,2547,Basic,2024-07-10,2025-06-10,active
614,2550,Basic,2023-04-20,2023-07-20,cancelled
615,2553,Pro,2023-08-18,2024-05-18,cancelled
616,2557,Pro,2023-12-21,2024-02-21,active
617,2559,Basic,2023-03-13,2023-12-13,cancelled
618,2560,Basic,2023-07-21,2024-06-21,active
619,2578,Basic,2023-10-03,2024-07-03,active
620,2579,Pro,2023-04-11,2023-08-11,active
621,2582,Pro,2023-04-11,2023-12-11,cancelled
622,2594,Basic,2024-03-02,2025-01-02,active
623,2598,Basic,2024-02-06,2024-05-06,cancelled
624,2600,Pro,2024-06-28,2024-10-28,cancelled
625,2602,Basic,2023-10-10,2023-11-10,active
626,2611,Pro,2024-07-21,2025-03-21,active
627,2623,Basic,2024-01-22,2025-01-22,active
628,2626,Basic,2023-12-31,2024-02-29,cancelled
629,2628,Basic,2024-01-21,2024-05-21,cancelled
630,2635,Basic,2024-05-02,2024-06-02,cancelled
631,2646,Basic,2024-02-21,2024-08-21,active
632,2660,Pro,2023-12-02,2024-10-02,active
633,2664,Basic,2024-05-11,2025-03-11,cancelled
634,2669,Pro,2023-04-24,2023-05-24,active
635,2681,Basic,2023-03-05,2023-08-05,cancelled
636,2691,Basic,2024-05-11,2025-01-11,active
637,2695,Basic,2024-05-30,2024-10-30,cancelled
638,2711,Pro,2023-01-23,2023-02-23,active
639,2713,Pro,2024-02-08,2025-01-08,cancelled
640,2715,Basic,2023-09-15,2023-10-15,cancelled
641,2717,Pro,2024-07-01,2025-07-01,active
642,2721,Basic,2023-08-05,2024-04-05,cancelled
643,2730,Basic,2023-03-26,2023-11-26,active
644,2733,Basic,2024-06-21,2024-10-21,cancelled
645,2738,Basic,2023-04-07,2023-11-07,cancelled
646,2746,Basic,2023-11-11,2024-09-11,cancelled
647,2747,Basic,2024-05-31,2024-07-31,cancelled
648,2759,Pro,2024-01-05,2024-06-05,active
649,2761,Basic,2024-01-15,2024-06-15,active
650,2764,Basic,2023-04-14,2024-04-14,active
651,2766,Basic,2024-06-22,2025-05-22,cancelled
652,2768,Basic,2023-07-04,2023-12-04,cancelled
653,2769,Pro,2024-06-10,2025-06-10,cancelled
654,2773,Basic,2024-02-19,2024-07-19,active
655,2774,Pro,2023-03-29,2023-05-29,cancelled
656,2775,Basic,2024-01-15,2024-09-15,cancelled
657,2785,Basic,2023-05-25,2024-05-25,active
658,2786,Basic,2023-06-07,2024-01-07,active
659,2794,Basic,2023-04-07,2024-04-07,active
660,2796,Basic,2023-06-29,2024-02-29,active
661,2809,Pro,2023-05-22,2023-10-22,cancelled
662,2811,Basic,2024-07-21,2024-08-21,active
663,2816,Basic,2024-03-29,2024-11-29,cancelled
664,2819,Pro,2024-03-10,2024-10-10,active
665,2823,Pro,2024-04-30,2024-06-30,cancelled
666,2825,Pro,2023-12-05,2024-04-05,cancelled
667,2830,Basic,2023-07-12,2023-08-12,cancelled
668,2832,Pro,2023-11-21,2024-07-21,active
669,2834,Basic,2024-02-17,2024-05-17,cancelled
670,2842,Basic,2024-02-18,2024-04-18,cancelled
671,2846,Pro,2024-03-08,2025-01-08,cancelled
672,2847,Basic,2024-06-04,2024-10-04,cancelled
673,2851,Pro,2023-12-12,2024-05-12,cancelled
674,2853,Pro,2024-02-18,2024-05-18,cancelled
675,2854,Pro,2024-03-08,2024-07-08,active
676,2866,Pro,2024-01-28,2024-02-28,active
677,2872,Basic,2023-06-04,2023-12-04,active
678,2874,Basic,2024-04-12,2025-03-12,cancelled
679,2875,Pro,2023-12-11,2024-10-11,cancelled
680,2876,Basic,2023-11-24,2024-10-24,cancelled
681,2879,Basic,2024-02-28,2024-09-28,cancelled
682,2880,Pro,2024-01-04,2024-06-04,active
683,2888,Basic,2023-11-27,2024-04-27,active
684,2893,Basic,2023-08-03,2023-11-03,active
685,2897,Basic,2024-01-14,2024-06-14,active
686,2903,Basic,2024-04-18,2024-07-18,cancelled
687,2914,Basic,2024-01-17,2024-02-17,active
688,2919,Pro,2024-06-23,2024-09-23,active
689,2921,Pro,2023-03-16,2023-05-16,active
690,2928,Pro,2023-03-28,2023-11-28,active
691,2930,Pro,2023-02-17,2023-10-17,cancelled
692,2931,Pro,2023-09-11,2024-09-11,cancelled
693,2939,Pro,2023-01-21,2023-12-21,cancelled
694,2947,Pro,2023-09-05,2023-12-05,cancelled
695,2950,Basic,2023-11-05,2024-04-05,cancelled
696,2954,Basic,2023-12-19,2024-02-19,cancelled
697,2962,Basic,2024-07-28,2024-12-28,active
698,2964,Basic,2023-04-07,2024-01-07,cancelled
699,2971,Basic,2024-01-10,2024-07-10,cancelled
700,2973,Basic,2023-12-09,2024-06-09,cancelled
701,2978,Pro,2024-03-30,2024-04-30,active
702,2981,Pro,2023-12-07,2024-07-07,active
703,2989,Basic,2023-11-21,2024-08-21,active
704,2994,Pro,2023-03-12,2023-04-12,active
705,2998,Pro,2024-03-09,2024-10-09,active
706,3001,Basic,2024-04-06,2025-03-06,cancelled
707,3005,Basic,2023-03-20,2023-09-20,active
708,3008,Pro,2024-05-01,2025-03-01,cancelled
709,3011,Basic,2023-07-02,2024-05-02,active
710,3015,Basic,2023-12-22,2024-02-22,active
711,3019,Basic,2024-03-07,2025-03-07,cancelled
712,3026,Pro,2023-10-14,2024-08-14,cancelled
713,3030,Pro,2024-06-15,2025-05-15,cancelled
714,3035,Basic,2024-01-31,2024-09-30,cancelled
715,3039,Basic,2023-04-10,2023-12-10,cancelled
716,3046,Pro,2023-09-06,2024-06-06,cancelled
717,3047,Basic,2024-02-06,2024-11-06,active
718,3048,Pro,2024-06-14,2025-03-14,active
719,3050,Basic,2023-12-14,2024-02-14,active
720,3052,Pro,2024-06-19,2025-04-19,cancelled
721,3061,Basic,2024-05-10,2025-03-10,cancelled
722,3065,Pro,2023-03-29,2023-10-29,cancelled
723,3066,Basic,2024-04-22,2025-04-22,cancelled
724,3069,Pro,2024-06-20,2024-10-20,active
725,3081,Basic,2024-04-03,2024-06-03,active
726,3082,Pro,2024-01-14,2024-12-14,cancelled
727,3086,Basic,2023-12-15,2024-05-15,cancelled
728,3095,Basic,2023-03-27,2023-08-27,active
729,3100,Basic,2023-06-14,2024-03-14,cancelled
730,3127,Pro,2024-05-20,2024-06-20,active
731,3129,Basic,2024-02-14,2025-01-14,active
732,3134,Pro,2023-08-27,2024-04-27,active
733,3135,Basic,2024-05-17,2025-04-17,cancelled
734,3145,Pro,2024-01-20,2024-09-20,active
735,3152,Basic,2024-03-31,2025-03-31,cancelled
736,3156,Pro,2024-04-05,2024-07-05,active
737,3157,Basic,2024-01-06,2024-05-06,active
738,3159,Basic,2023-12-17,2024-02-17,active
739,3161,Pro,2024-02-03,2024-04-03,active
740,3162,Basic,2023-10-14,2024-03-14,active
741,3165,Basic,2023-02-17,2023-04-17,cancelled
742,3166,Basic,2024-04-20,2025-01-20,active
743,3171,Basic,2024-01-06,2024-09-06,cancelled
744,3172,Pro,2023-09-25,2024-05-25,active
745,3173,Basic,2023-06-04,2024-05-04,cancelled
746,3174,Pro,2023-06-08,2024-06-08,active
747,3177,Basic,2024-05-03,2025-02-03,cancelled
748,3183,Basic,2024-05-29,2024-07-29,cancelled
749,3190,Basic,2023-05-04,2023-08-04,cancelled
750,3194,Basic,2023-10-04,2024-06-04,cancelled
751,3195,Basic,2024-01-22,2024-06-22,active
752,3203,Pro,2023-11-14,2023-12-14,active
753,3207,Basic,2024-05-31,2024-12-31,cancelled
754,3210,Basic,2023-09-10,2023-11-10,cancelled
755,3215,Basic,2023-08-30,2024-03-30,active
756,3219,Basic,2024-03-08,2024-10-08,cancelled
757,3222,Basic,2024-04-26,2024-11-26,cancelled
758,3226,Basic,2023-11-09,2024-02-09,cancelled
759,3230,Basic,2023-10-07,2024-07-07,cancelled
760,3231,Basic,2024-05-01,2024-07-01,active
761,3233,Pro,2024-07-08,2025-01-08,active
762,3235,Basic,2023-04-25,2023-08-25,active
763,3239,Basic,2023-07-20,2024-01-20,cancelled
764,3241,Pro,2023-12-11,2024-11-11,cancelled
765,3243,Pro,2023-07-10,2024-05-10,active
766,3247,Pro,2023-09-07,2023-11-07,cancelled
767,3261,Basic,2023-05-17,2023-08-17,cancelled
768,3262,Pro,2023-03-22,2023-12-22,cancelled
769,3265,Basic,2024-04-04,2024-05-04,cancelled
770,3286,Basic,2024-01-30,2024-04-30,active
771,3297,Basic,2023-02-24,2023-04-24,cancelled
772,3300,Basic,2023-04-19,2023-06-19,active
773,3301,Pro,2024-04-16,2024-06-16,active
774,3305,Pro,2023-04-24,2024-04-24,active
775,3313,Basic,2023-04-26,2023-12-26,cancelled
776,3320,Basic,2024-04-15,2025-02-15,active
777,3329,Basic,2024-03-25,2024-11-25,cancelled
778,3331,Basic,2024-06-29,2025-03-29,cancelled
779,3337,Basic,2024-05-07,2024-12-07,cancelled
780,3340,Basic,2024-03-30,2024-08-30,cancelled
781,3342,Basic,2023-06-15,2023-10-15,cancelled
782,3359,Basic,2023-02-06,2023-05-06,active
783,3360,Basic,2024-05-05,2025-04-05,cancelled
784,3366,Basic,2023-11-28,2024-09-28,cancelled
785,3367,Pro,2023-03-18,2024-02-18,cancelled
786,3370,Pro,2023-07-30,2024-03-30,cancelled
787,3373,Pro,2023-11-15,2024-07-15,cancelled
788,3388,Basic,2024-06-16,2025-04-16,cancelled
789,3392,Basic,2024-04-02,2024-07-02,cancelled
790,3399,Pro,2023-11-19,2024-02-19,active
791,3400,Basic,2024-03-17,2025-02-17,active
792,3411,Basic,2024-03-26,2024-07-26,cancelled
793,3428,Basic,2024-01-14,2024-03-14,active
794,3432,Pro,2023-07-21,2024-07-21,cancelled
795,3434,Basic,2023-07-03,2024-06-03,cancelled
796,3444,Pro,2023-09-03,2024-05-03,cancelled
797,3446,Basic,2024-03-04,2024-07-04,cancelled
798,3448,Basic,2024-01-11,2024-12-11,cancelled
799,3449,Basic,2023-09-05,2024-03-05,cancelled
800,3450,Basic,2023-08-04,2024-02-04,active
801,3454,Pro,2023-12-12,2024-04-12,cancelled
802,3455,Pro,2023-04-13,2023-12-13,cancelled
803,3457,Pro,2023-02-13,2023-08-13,active
804,3463,Basic,2024-06-26,2025-03-26,active
805,3465,Pro,2023-08-02,2024-01-02,active
806,3468,Basic,2023-11-15,2024-03-15,active
807,3469,Pro,2023-10-26,2023-12-26,cancelled
808,3470,Basic,2023-02-08,2023-05-08,active
809,3471,Pro,2023-07-28,2024-06-28,cancelled
810,3472,Basic,2023-10-27,2024-02-27,active
811,3474,Basic,2023-09-29,2024-07-29,cancelled
812,3476,Pro,2023-04-13,2023-05-13,active
813,3479,Basic,2023-07-24,2024-04-24,cancelled
814,3481,Basic,2023-02-28,2023-06-28,cancelled
815,3482,Pro,2023-11-06,2024-03-06,cancelled
816,3486,Basic,2023-04-05,2023-05-05,cancelled
817,3488,Basic,2024-05-23,2025-01-23,active
818,3489,Basic,2024-01-10,2024-03-10,active
819,3492,Basic,2024-03-31,2025-02-28,active
820,3494,Basic,2023-12-25,2024-01-25,cancelled
821,3497,Pro,2023-04-26,2023-11-26,cancelled
822,3504,Basic,2024-05-17,2024-10-17,cancelled
823,3509,Basic,2023-02-02,2023-05-02,cancelled
824,3512,Pro,2024-02-07,2024-09-07,cancelled
825,3514,Basic,2023-07-16,2023-08-16,active
826,3515,Enterprise,2023-11-21,2023-12-21,cancelled
827,3516,Basic,2023-03-07,2023-10-07,cancelled
828,3527,Basic,2023-07-31,2024-04-30,active
829,3529,Pro,2024-05-28,2024-10-28,active
830,3530,Pro,2024-02-12,2024-07-12,cancelled
831,3531,Basic,2023-07-27,2023-10-27,cancelled
832,3533,Basic,2024-03-01,2024-08-01,active
833,3535,Basic,2024-04-06,2024-08-06,active
834,3536,Basic,2023-12-07,2024-08-07,cancelled
835,3537,Basic,2023-09-07,2024-05-07,active
836,3539,Pro,2023-08-27,2024-03-27,active
837,3541,Basic,2023-04-18,2024-03-18,cancelled
838,3548,Pro,2023-09-06,2024-01-06,active
839,3554,Pro,2024-03-05,2024-06-05,cancelled
840,3555,Basic,2023-07-09,2023-11-09,active
841,3557,Basic,2023-05-31,2024-01-31,active
842,3558,Basic,2023-06-20,2024-05-20,cancelled
843,3560,Basic,2023-05-25,2024-04-25,active
844,3562,Pro,2024-01-17,2024-04-17,cancelled
845,3568,Basic,2023-10-27,2024-07-27,cancelled
846,3571,Basic,2023-12-22,2024-10-22,active
847,3572,Pro,2023-05-04,2024-01-04,active
848,3583,Basic,2024-04-22,2024-07-22,cancelled
849,3584,Basic,2023-03-29,2024-02-29,cancelled
850,3586,Basic,2023-06-04,2024-05-04,active
851,3590,Basic,2024-02-14,2025-02-14,cancelled
852,3591,Basic,2023-02-17,2023-08-17,cancelled
853,3592,Basic,2023-05-30,2023-11-30,active
854,3593,Basic,2023-04-22,2024-04-22,active
855,3602,Pro,2023-02-10,2023-05-10,cancelled
856,3608,Basic,2024-03-17,2024-05-17,active
857,3609,Basic,2024-05-05,2024-06-05,active
858,3617,Basic,2023-08-27,2024-04-27,active
859,3623,Basic,2023-10-30,2024-06-30,active
860,3627,Basic,2024-01-03,2025-01-03,cancelled
861,3629,Basic,2023-10-03,2024-03-03,active
862,3631,Basic,2023-08-10,2023-09-10,cancelled
863,3640,Basic,2024-06-04,2025-01-04,cancelled
864,3643,Basic,2024-04-26,2025-03-26,cancelled
865,3645,Basic,2023-06-05,2023-09-05,active
866,3647,Basic,2024-01-15,2024-08-15,active
867,3669,Basic,2023-11-25,2024-07-25,cancelled
868,3671,Pro,2024-01-27,2025-01-27,cancelled
869,3674,Basic,2023-05-31,2023-06-30,active
870,3678,Basic,2023-08-31,2024-06-30,cancelled
871,3681,Basic,2023-12-21,2024-07-21,cancelled
872,3683,Basic,2024-01-01,2024-07-01,cancelled
873,3689,Basic,2023-03-06,2023-11-06,active
874,3693,Basic,2023-03-11,2023-08-11,cancelled
875,3700,Basic,2023-10-25,2024-08-25,active
876,3705,Basic,2024-05-02,2024-08-02,cancelled
877,3709,Pro,2023-02-06,2023-07-06,active
878,3720,Basic,2023-08-21,2023-10-21,active
879,3725,Basic,2023-10-03,2024-05-03,cancelled
880,3729,Basic,2023-02-21,2023-07-21,active
881,3734,Basic,2023-03-11,2023-11-11,active
882,3735,Basic,2024-05-26,2024-11-26,active
883,3739,Pro,2023-08-06,2024-07-06,cancelled
884,3740,Basic,2024-05-26,2024-09-26,cancelled
885,3749,Pro,2023-03-19,2023-10-19,cancelled
886,3750,Basic,2024-03-28,2025-03-28,active
887,3755,Pro,2023-11-14,2024-02-14,active
888,3758,Pro,2024-01-27,2025-01-27,cancelled
889,3766,Basic,2023-11-14,2023-12-14,cancelled
890,3768,Basic,2024-07-03,2024-10-03,active
891,3769,Pro,2023-03-10,2023-12-10,cancelled
892,3772,Basic,2024-06-23,2024-12-23,active
893,3778,Basic,2023-08-21,2023-10-21,active
894,3784,Pro,2023-06-29,2024-01-29,cancelled
895,3785,Basic,2024-04-13,2024-07-13,active
896,3790,Basic,2024-05-18,2025-05-18,cancelled
897,3791,Basic,2023-05-12,2023-06-12,active
898,3792,Basic,2023-02-06,2023-07-06,active
899,3793,Pro,2023-07-23,2023-10-23,active
900,3794,Pro,2024-02-14,2024-05-14,cancelled
901,3797,Basic,2023-07-14,2024-06-14,cancelled
902,3798,Basic,2024-02-12,2024-05-12,cancelled
903,3803,Basic,2024-06-10,2025-04-10,cancelled
904,3806,Pro,2024-07-16,2025-04-16,cancelled
905,3808,Pro,2024-04-18,2024-08-18,active
906,3818,Basic,2024-02-16,2024-12-16,active
907,3819,Basic,2023-09-04,2024-02-04,cancelled
908,3820,Pro,2023-03-02,2023-09-02,active
909,3822,Basic,2023-08-18,2023-11-18,active
910,3826,Basic,2024-03-09,2024-04-09,cancelled
911,3833,Pro,2023-12-15,2024-11-15,cancelled
912,3835,Basic,2023-05-20,2024-04-20,cancelled
913,3837,Basic,2023-08-31,2024-07-31,active
914,3839,Basic,2024-06-15,2025-04-15,cancelled
915,3844,Basic,2023-08-15,2024-03-15,cancelled
916,3858,Basic,2023-11-10,2024-11-10,cancelled
917,3871,Pro,2023-04-14,2023-08-14,cancelled
918,3874,Basic,2024-05-23,2024-09-23,cancelled
919,3877,Basic,2024-04-17,2024-12-17,cancelled
920,3879,Basic,2023-07-24,2024-02-24,cancelled
921,3884,Pro,2023-10-15,2024-07-15,active
922,3886,Basic,2023-11-10,2023-12-10,cancelled
923,3887,Pro,2023-07-17,2024-01-17,cancelled
924,3894,Basic,2024-01-25,2024-10-25,cancelled
925,3895,Pro,2024-02-03,2025-01-03,active
926,3898,Pro,2024-03-09,2025-03-09,cancelled
927,3899,Basic,2024-03-09,2025-01-09,cancelled
928,3902,Basic,2024-05-09,2024-12-09,active
929,3916,Pro,2023-03-21,2023-10-21,cancelled
930,3919,Pro,2024-01-18,2024-09-18,cancelled
931,3921,Pro,2023-09-08,2024-06-08,cancelled
932,3924,Basic,2023-09-05,2023-10-05,active
933,3925,Basic,2023-06-20,2023-11-20,cancelled
934,3927,Pro,2023-09-27,2024-02-27,cancelled
935,3929,Basic,2024-05-05,2024-09-05,cancelled
936,3937,Basic,2023-03-29,2024-02-29,active
937,3939,Basic,2023-12-25,2024-12-25,cancelled
938,3941,Basic,2024-01-31,2024-10-31,cancelled
939,3944,Basic,2023-10-13,2024-03-13,active
940,3948,Pro,2023-03-09,2023-05-09,cancelled
941,3949,Pro,2023-03-29,2024-01-29,cancelled
942,3955,Basic,2024-07-19,2024-12-19,cancelled
943,3964,Pro,2024-06-21,2024-10-21,active
944,3972,Basic,2023-11-29,2024-07-29,cancelled
945,3973,Basic,2024-01-15,2024-10-15,cancelled
946,3976,Pro,2024-06-16,2024-09-16,active
947,3978,Basic,2024-07-01,2024-08-01,active
948,3982,Basic,2024-01-01,2024-11-01,cancelled
949,3984,Basic,2023-07-01,2023-11-01,cancelled
950,3985,Basic,2024-05-30,2025-01-30,active
951,3986,Basic,2023-04-30,2023-10-30,cancelled
952,3989,Basic,2024-01-03,2024-03-03,active
953,3991,Pro,2023-09-26,2024-08-26,active
954,3998,Pro,2023-10-14,2024-05-14,active
955,4000,Pro,2023-12-08,2024-04-08,cancelled
956,4006,Pro,2024-07-13,2024-12-13,active
957,4010,Basic,2024-04-30,2024-12-30,active
958,4017,Basic,2023-07-11,2023-11-11,active
959,4019,Basic,2024-02-05,2025-01-05,cancelled
960,4024,Basic,2024-05-01,2025-03-01,cancelled
961,4026,Pro,2024-06-02,2025-02-02,active
962,4028,Basic,2023-05-19,2023-11-19,active
963,4053,Pro,2023-02-20,2023-03-20,cancelled
964,4056,Pro,2024-04-06,2025-02-06,active
965,4057,Pro,2024-03-19,2024-07-19,cancelled
966,4058,Basic,2024-05-25,2024-06-25,active
967,4064,Pro,2023-07-07,2024-07-07,cancelled
968,4069,Basic,2023-07-08,2024-05-08,active
969,4071,Basic,2023-03-17,2024-02-17,active
970,4072,Basic,2023-05-19,2024-03-19,cancelled
971,4081,Pro,2023-10-18,2024-03-18,cancelled
972,4082,Pro,2023-05-01,2023-10-01,cancelled
973,4091,Basic,2023-01-22,2023-06-22,cancelled
974,4093,Basic,2023-05-26,2024-02-26,active
975,4099,Basic,2023-04-03,2024-03-03,cancelled
976,4102,Pro,2023-12-29,2024-12-29,cancelled
977,4104,Basic,2024-03-21,2025-03-21,cancelled
978,4110,Basic,2023-07-05,2023-10-05,cancelled
979,4112,Basic,2023-06-14,2024-03-14,cancelled
980,4116,Pro,2023-11-06,2024-03-06,cancelled
981,4117,Basic,2023-10-14,2024-02-14,cancelled
982,4124,Basic,2023-12-03,2024-05-03,cancelled
983,4128,Basic,2023-10-10,2024-05-10,cancelled
984,4134,Pro,2023-05-23,2023-10-23,cancelled
985,4135,Basic,2024-06-20,2024-09-20,cancelled
986,4136,Basic,2023-11-28,2023-12-28,active
987,4140,Basic,2023-04-08,2023-06-08,cancelled
988,4144,Basic,2023-12-03,2024-10-03,cancelled
989,4152,Basic,2023-11-24,2023-12-24,cancelled
990,4155,Basic,2023-11-22,2024-07-22,cancelled
991,4158,Basic,2024-01-11,2025-01-11,cancelled
992,4160,Basic,2023-08-15,2023-12-15,cancelled
993,4170,Pro,2024-06-05,2025-05-05,cancelled
994,4173,Basic,2023-10-26,2023-12-26,cancelled
995,4174,Pro,2024-01-14,2024-02-14,cancelled
996,4175,Pro,2023-08-22,2024-08-22,active
997,4182,Basic,2023-05-05,2023-11-05,cancelled
998,4188,Basic,2023-07-27,2024-02-27,cancelled
999,4192,Basic,2023-11-11,2024-10-11,cancelled
1000,4193,Pro,2024-06-29,2025-01-29,cancelled
1001,4197,Basic,2023-03-24,2023-10-24,cancelled
1002,4204,Pro,2024-06-14,2024-07-14,active
1003,4211,Pro,2023-08-11,2024-01-11,active
1004,4212,Basic,2023-05-13,2024-03-13,cancelled
1005,4213,Basic,2024-06-01,2024-12-01,cancelled
1006,4221,Basic,2024-06-29,2024-10-29,active
1007,4226,Basic,2024-01-18,2024-04-18,active
1008,4228,Pro,2024-04-09,2025-04-09,active
1009,4229,Pro,2024-01-17,2024-08-17,cancelled
1010,4235,Pro,2023-09-06,2024-01-06,cancelled
1011,4244,Basic,2023-06-06,2023-09-06,cancelled
1012,4247,Basic,2023-10-01,2024-09-01,cancelled
1013,4251,Basic,2024-05-16,2024-06-16,active
1014,4256,Pro,2024-04-13,2024-12-13,cancelled
1015,4260,Basic,2023-12-29,2024-12-29,cancelled
1016,4264,Pro,2024-03-09,2025-01-09,cancelled
1017,4272,Basic,2023-10-13,2024-09-13,cancelled
1018,4275,Basic,2024-06-08,2025-05-08,active
1019,4280,Basic,2024-01-21,2024-02-21,cancelled
1020,4282,Pro,2024-04-14,2024-11-14,cancelled
1021,4284,Pro,2024-06-26,2024-07-26,active
1022,4290,Basic,2024-07-20,2024-08-20,cancelled
1023,4295,Basic,2023-03-28,2023-10-28,active
1024,4303,Pro,2024-06-25,2024-10-25,cancelled
1025,4304,Pro,2023-03-19,2024-02-19,active
1026,4305,Basic,2023-04-15,2023-12-15,active
1027,4314,Basic,2023-05-16,2023-07-16,active
1028,4319,Pro,2023-01-17,2023-04-17,active
1029,4322,Basic,2023-09-11,2024-02-11,cancelled
1030,4323,Basic,2023-11-10,2024-07-10,cancelled
1031,4324,Basic,2023-10-01,2024-03-01,cancelled
1032,4325,Basic,2024-01-02,2024-12-02,cancelled
1033,4326,Pro,2024-07-03,2024-11-03,active
1034,4327,Pro,2024-06-01,2024-08-01,cancelled
1035,4329,Basic,2024-04-28,2025-01-28,cancelled
1036,4331,Pro,2024-03-17,2025-03-17,active
1037,4334,Pro,2023-09-07,2024-06-07,cancelled
1038,4336,Pro,2023-05-05,2023-11-05,cancelled
1039,4345,Basic,2024-05-31,2025-05-31,cancelled
1040,4348,Basic,2024-07-09,2025-01-09,cancelled
1041,4365,Basic,2024-02-23,2024-08-23,active
1042,4370,Basic,2023-09-30,2023-12-30,active
1043,4377,Basic,2023-12-30,2024-12-30,active
1044,4382,Basic,2023-03-22,2023-07-22,cancelled
1045,4383,Pro,2023-08-08,2023-12-08,cancelled
1046,4384,Basic,2024-03-25,2024-09-25,cancelled
1047,4386,Basic,2023-05-03,2023-10-03,cancelled
1048,4389,Basic,2024-04-06,2025-02-06,cancelled
