user_id,signup_date,country,acquisition_channel,device_type
1113,2024-05-19,Germany,"Facebook Ads",Tablet
1114,2023-04-25,Canada,"Google Ads",Tablet
1115,2023-05-10,Canada,Referral,Desktop
1116,2023-11-02,Australia,"LinkedIn Ads",Desktop
1117,2023-11-25,India,Organic,Mobile
1118,2023-10-17,Germany,"Facebook Ads",Mobile
1119,2023-03-02,UK,"Google Ads",Mobile
1120,2023-07-11,UK,"Google Ads",Tablet
1121,2024-03-21,USA,"LinkedIn Ads",Desktop
1122,2024-01-22,Canada,"Facebook Ads",Desktop
1123,2023-12-09,India,"Facebook Ads",Tablet
1124,2023-04-12,Canada,"Google Ads",Mobile
1125,2024-02-29,Canada,Organic,Desktop
1126,2023-12-02,Canada,"Facebook Ads",Mobile
1127,2023-08-03,Australia,"LinkedIn Ads",Mobile
1128,2023-10-09,Canada,Referral,Tablet
1129,2023-08-28,Germany,Organic,Mobile
1130,2024-01-09,Canada,Organic,Desktop
1131,2023-10-02,UK,"LinkedIn Ads",Desktop
1132,2024-03-14,UK,Organic,Desktop
1133,2023-06-28,Germany,"LinkedIn Ads",Desktop
1134,2023-11-04,Germany,"Facebook Ads",Desktop
1135,2023-10-10,India,"LinkedIn Ads",Mobile
1136,2023-01-26,USA,"Google Ads",Mobile
1137,2024-05-29,Canada,"Facebook Ads",Desktop
1138,2023-12-09,India,"Google Ads",Mobile
1139,2023-03-25,Canada,"Google Ads",Mobile
1140,2023-11-29,India,"Facebook Ads",Tablet
1141,2023-02-15,Germany,Organic,Tablet
1142,2023-09-06,UK,"LinkedIn Ads",Tablet
1143,2024-04-15,UK,"Facebook Ads",Desktop
1144,2023-08-27,Australia,"LinkedIn Ads",Tablet
1145,2023-12-23,Germany,"LinkedIn Ads",Desktop
1146,2023-10-17,USA,"LinkedIn Ads",Mobile
1147,2024-04-05,Australia,Referral,Desktop
1148,2023-10-25,USA,"LinkedIn Ads",Mobile
1149,2023-08-28,Australia,Referral,Tablet
1150,2024-06-30,Australia,"Google Ads",Desktop
1151,2023-02-19,India,Referral,Mobile
1152,2023-04-12,India,Referral,Mobile
1153,2023-02-02,UK,"Google Ads",Desktop
1154,2023-10-27,USA,"Facebook Ads",Mobile
1155,2023-04-29,Canada,"Google Ads",Mobile
1156,2023-12-27,Germany,"Google Ads",Mobile
1157,2023-04-08,India,Organic,Desktop
1158,2023-12-24,Australia,Referral,Desktop
1159,2023-03-12,USA,"Google Ads",Desktop
1160,2024-05-11,Canada,Referral,Tablet
1161,2023-08-23,UK,"Google Ads",Mobile
1162,2024-03-01,Canada,Organic,Mobile
1163,2023-10-24,Australia,Organic,Desktop
1164,2023-03-02,India,"LinkedIn Ads",Desktop
1165,2023-08-13,Canada,Organic,Tablet
1166,2023-03-10,Germany,"LinkedIn Ads",Mobile
1167,2023-05-20,India,"LinkedIn Ads",Mobile
1168,2023-05-27,Canada,"Facebook Ads",Mobile
1169,2023-09-15,India,"Google Ads",Tablet
1170,2024-05-16,UK,Referral,Desktop
1171,2023-09-02,India,Organic,Mobile
1172,2023-10-10,USA,"LinkedIn Ads",Tablet
1173,2023-04-09,Canada,"Google Ads",Mobile
1174,2023-07-25,Canada,"Facebook Ads",Desktop
1175,2023-03-22,Germany,"Google Ads",Mobile
1176,2023-12-03,Canada,"Google Ads",Desktop
1177,2023-02-04,Canada,Referral,Tablet
1178,2024-06-17,India,Referral,Mobile
1179,2023-01-23,USA,Organic,Mobile
1180,2023-12-18,Canada,Referral,Mobile
1181,2023-09-12,Germany,Organic,Tablet
1182,2023-10-23,UK,"Google Ads",Tablet
1183,2023-08-07,UK,"LinkedIn Ads",Desktop
1184,2024-01-15,USA,Organic,Mobile
1185,2023-03-10,Germany,"LinkedIn Ads",Tablet
1186,2023-08-13,USA,"Google Ads",Tablet
1187,2023-01-13,Australia,"Facebook Ads",Desktop
1188,2023-08-03,India,"LinkedIn Ads",Tablet
1189,2024-02-18,USA,Organic,Tablet
1190,2023-11-16,Germany,"LinkedIn Ads",Desktop
1191,2023-08-29,Germany,"Google Ads",Desktop
1192,2023-08-06,USA,Organic,Tablet
1193,2024-02-06,India,"LinkedIn Ads",Mobile
1194,2023-04-19,Australia,"Google Ads",Desktop
1195,2023-11-20,Australia,Organic,Mobile
1196,2023-02-27,Germany,Organic,Tablet
1197,2024-04-10,Canada,Organic,Tablet
1198,2023-11-05,India,"Facebook Ads",Tablet
1199,2023-04-29,USA,Referral,Tablet
1200,2023-03-12,Australia,"LinkedIn Ads",Tablet
1201,2024-04-30,UK,"Facebook Ads",Mobile
1202,2023-07-15,Australia,Referral,Desktop
1203,2023-03-02,Canada,"Google Ads",Mobile
1204,2023-08-13,Australia,Referral,Desktop
1205,2024-03-10,UK,Organic,Desktop
1206,2023-01-30,USA,Organic,Tablet
1207,2023-06-11,USA,Organic,Tablet
1208,2023-02-25,India,Organic,Tablet
1209,2024-04-06,Australia,"LinkedIn Ads",Desktop
1210,2024-02-17,India,Organic,Desktop
1211,2023-09-14,Germany,"Google Ads",Desktop
1212,2023-11-22,USA,"Google Ads",Tablet
1213,2023-07-18,India,"Google Ads",Mobile
1214,2024-02-26,UK,Referral,Desktop
1215,2023-11-30,UK,"Facebook Ads",Desktop
1216,2023-07-12,USA,"Google Ads",Tablet
1217,2024-04-08,Germany,Referral,Mobile
1218,2023-10-26,Canada,Organic,Mobile
1219,2023-05-16,India,"LinkedIn Ads",Mobile
1220,2024-05-16,Germany,"Google Ads",Tablet
1221,2023-03-12,Australia,"Google Ads",Mobile
1222,2023-06-22,Canada,Organic,Tablet
1223,2023-09-24,India,Organic,Mobile
1224,2023-09-27,USA,Referral,Desktop
1225,2023-11-26,India,"LinkedIn Ads",Desktop
1226,2024-04-29,India,"LinkedIn Ads",Desktop
1227,2023-08-13,Canada,Organic,Tablet
1228,2024-02-25,India,Organic,Tablet
1229,2024-05-30,USA,"LinkedIn Ads",Mobile
1230,2024-05-04,Canada,Referral,Mobile
1231,2024-04-13,UK,"Google Ads",Desktop
1232,2023-05-06,Germany,"Google Ads",Tablet
1233,2023-11-06,Australia,Referral,Mobile
1234,2023-05-22,India,Referral,Tablet
1235,2024-03-15,UK,"Facebook Ads",Mobile
1236,2024-02-27,Australia,Referral,Tablet
1237,2024-05-23,Australia,"Facebook Ads",Tablet
1238,2023-10-31,Germany,"Facebook Ads",Desktop
1239,2024-04-14,Germany,"Facebook Ads",Desktop
1240,2023-08-24,India,"LinkedIn Ads",Tablet
1241,2024-04-28,USA,"Google Ads",Mobile
1242,2024-06-17,India,"Google Ads",Desktop
1243,2023-03-25,USA,"Facebook Ads",Tablet
1244,2023-04-28,Canada,"Google Ads",Desktop
1245,2023-08-23,USA,"Facebook Ads",Desktop
1246,2024-06-06,Australia,"LinkedIn Ads",Mobile
1247,2024-05-10,USA,"LinkedIn Ads",Tablet
1248,2023-03-31,Australia,"LinkedIn Ads",Tablet
1249,2023-09-02,Germany,"Facebook Ads",Desktop
1250,2023-06-15,Australia,"Facebook Ads",Mobile
1251,2024-02-04,Canada,"LinkedIn Ads",Tablet
1252,2023-09-03,USA,"Facebook Ads",Mobile
1253,2024-05-19,India,"Google Ads",Tablet
1254,2023-03-17,Canada,"Google Ads",Desktop
1255,2023-01-25,Germany,Organic,Tablet
1256,2024-01-17,Australia,"Google Ads",Tablet
1257,2023-07-17,USA,"LinkedIn Ads",Mobile
1258,2023-05-10,Germany,"LinkedIn Ads",Tablet
1259,2023-02-19,Australia,"Facebook Ads",Mobile
1260,2024-01-20,Australia,Referral,Desktop
1261,2023-12-05,Australia,Organic,Mobile
1262,2023-04-28,Canada,"Google Ads",Mobile
1263,2024-03-14,India,"LinkedIn Ads",Mobile
1264,2024-04-18,Germany,"Facebook Ads",Tablet
1265,2023-07-12,Australia,Organic,Mobile
1266,2023-07-06,Australia,Referral,Tablet
1267,2023-04-21,USA,"LinkedIn Ads",Mobile
1268,2023-06-13,Canada,"Facebook Ads",Mobile
1269,2024-02-11,UK,Organic,Tablet
1270,2024-03-26,India,"LinkedIn Ads",Desktop
1271,2023-01-30,Germany,Referral,Desktop
1272,2024-02-09,Germany,Organic,Mobile
1273,2023-06-22,Germany,"LinkedIn Ads",Desktop
1274,2024-01-10,Canada,"LinkedIn Ads",Mobile
1275,2024-04-24,Australia,Organic,Tablet
1276,2023-08-06,Germany,Organic,Tablet
1277,2023-08-13,UK,Organic,Mobile
1278,2023-10-28,Germany,Organic,Mobile
1279,2024-02-26,Germany,"Facebook Ads",Desktop
1280,2023-04-29,USA,"Facebook Ads",Mobile
1281,2023-09-09,UK,Referral,Desktop
1282,2023-01-20,UK,Referral,Tablet
1283,2024-02-14,Canada,Referral,Mobile
1284,2024-04-02,Australia,"Google Ads",Tablet
1285,2024-06-27,Germany,Referral,Desktop
1286,2023-05-19,USA,"LinkedIn Ads",Desktop
1287,2023-04-27,UK,"LinkedIn Ads",Tablet
1288,2024-02-27,Germany,"Google Ads",Desktop
1289,2023-02-16,Germany,"Google Ads",Tablet
1290,2023-11-24,India,Organic,Mobile
1291,2023-03-30,Canada,Organic,Desktop
1292,2024-06-12,USA,Organic,Tablet
1293,2023-09-26,India,Referral,Tablet
1294,2023-03-11,India,Organic,Mobile
1295,2023-07-16,Australia,"Facebook Ads",Desktop
1296,2023-01-21,India,"Facebook Ads",Desktop
1297,2023-02-07,USA,"Facebook Ads",Tablet
1298,2024-02-06,USA,"Facebook Ads",Mobile
1299,2023-09-27,USA,"LinkedIn Ads",Desktop
1300,2023-10-01,Germany,"Google Ads",Desktop
1301,2023-03-08,UK,Referral,Mobile
1302,2023-12-28,Germany,"Facebook Ads",Mobile
1303,2023-10-09,Canada,"LinkedIn Ads",Desktop
1304,2023-05-14,Australia,"Facebook Ads",Desktop
1305,2023-07-31,Germany,"Google Ads",Mobile
1306,2024-05-06,Australia,"Google Ads",Mobile
1307,2024-01-18,Australia,Referral,Tablet
1308,2023-04-21,Germany,"Facebook Ads",Desktop
1309,2023-07-19,UK,Referral,Tablet
1310,2024-04-11,India,Organic,Tablet
1311,2023-01-27,UK,Organic,Tablet
1312,2023-05-15,Canada,"Google Ads",Mobile
1313,2023-09-05,USA,"Google Ads",Tablet
1314,2024-05-27,UK,"Facebook Ads",Tablet
1315,2023-07-16,Canada,Referral,Tablet
1316,2023-05-09,Canada,Organic,Tablet
1317,2023-05-18,India,"Facebook Ads",Mobile
1318,2024-05-21,Germany,Referral,Desktop
1319,2024-05-29,India,Organic,Mobile
1320,2024-03-04,Australia,"LinkedIn Ads",Tablet
1321,2023-06-08,UK,Organic,Mobile
1322,2024-05-17,Australia,"Google Ads",Tablet
1323,2023-06-18,USA,"LinkedIn Ads",Desktop
1324,2024-04-01,India,Organic,Desktop
1325,2024-05-21,India,Referral,Tablet
1326,2024-04-01,Germany,"Google Ads",Tablet
1327,2023-07-24,Canada,Organic,Mobile
1328,2024-01-26,Australia,"Google Ads",Mobile
1329,2024-06-19,India,Organic,Desktop
1330,2023-05-13,Australia,"Google Ads",Mobile
1331,2023-05-02,UK,Referral,Tablet
1332,2024-04-29,USA,Organic,Tablet
1333,2024-05-09,USA,"LinkedIn Ads",Tablet
1334,2024-01-15,USA,"LinkedIn Ads",Desktop
1335,2023-04-24,USA,Referral,Mobile
1336,2023-12-13,Australia,Organic,Mobile
1337,2023-02-15,Canada,"LinkedIn Ads",Desktop
1338,2023-06-14,Germany,"LinkedIn Ads",Tablet
1339,2023-04-17,India,Organic,Tablet
1340,2023-03-27,USA,Referral,Mobile
1341,2023-02-17,USA,Referral,Tablet
1342,2023-12-14,India,Referral,Tablet
1343,2023-05-08,Germany,"Facebook Ads",Mobile
1344,2024-04-17,USA,Referral,Tablet
1345,2024-02-14,Australia,"Facebook Ads",Mobile
1346,2023-02-07,USA,Organic,Mobile
1347,2023-05-07,Canada,"Facebook Ads",Tablet
1348,2024-03-28,UK,"Facebook Ads",Tablet
1349,2023-03-19,Canada,"Facebook Ads",Mobile
1350,2023-03-28,UK,"Facebook Ads",Desktop
1351,2023-07-16,USA,"LinkedIn Ads",Tablet
1352,2023-01-25,UK,"Facebook Ads",Mobile
1353,2023-02-28,Germany,"Google Ads",Tablet
1354,2023-03-05,Germany,"Google Ads",Mobile
1355,2023-04-22,Canada,"Facebook Ads",Mobile
1356,2023-01-18,India,Organic,Desktop
1357,2024-06-26,Germany,"LinkedIn Ads",Tablet
1358,2023-05-23,USA,"Google Ads",Tablet
1359,2023-12-29,USA,Organic,Tablet
1360,2023-10-30,UK,Referral,Tablet
1361,2024-03-27,UK,"Facebook Ads",Desktop
1362,2023-02-01,Australia,Organic,Desktop
1363,2024-04-16,India,Organic,Mobile
1364,2024-04-26,India,Organic,Desktop
1365,2024-06-20,UK,Organic,Tablet
1366,2023-04-06,India,"LinkedIn Ads",Tablet
1367,2023-05-29,India,"Google Ads",Desktop
1368,2024-06-04,Canada,"LinkedIn Ads",Tablet
1369,2024-01-27,USA,"Facebook Ads",Desktop
1370,2024-02-26,USA,"Google Ads",Mobile
1371,2023-02-03,Canada,Referral,Desktop
1372,2023-05-15,India,Organic,Mobile
1373,2023-06-17,Australia,Organic,Mobile
1374,2024-02-11,USA,Referral,Desktop
1375,2023-04-07,Canada,"Google Ads",Mobile
1376,2023-09-25,Canada,"Google Ads",Mobile
1377,2024-06-14,Germany,Referral,Tablet
1378,2023-05-01,Canada,"Facebook Ads",Tablet
1379,2023-11-30,USA,Organic,Mobile
1380,2024-02-21,India,"LinkedIn Ads",Mobile
1381,2023-07-15,India,"Google Ads",Tablet
1382,2024-02-19,USA,"Facebook Ads",Mobile
1383,2023-05-04,India,Organic,Mobile
1384,2024-01-30,Canada,Referral,Desktop
1385,2023-05-20,USA,"LinkedIn Ads",Desktop
1386,2023-10-22,India,"LinkedIn Ads",Desktop
1387,2023-10-25,India,Referral,Tablet
1388,2023-06-08,India,"LinkedIn Ads",Desktop
1389,2023-02-02,Germany,Referral,Mobile
1390,2023-07-14,USA,Organic,Mobile
1391,2023-06-01,India,"Facebook Ads",Tablet
1392,2023-08-27,India,"LinkedIn Ads",Tablet
1393,2023-08-29,UK,Referral,Tablet
1394,2024-01-09,USA,"Google Ads",Desktop
1395,2024-02-06,India,"LinkedIn Ads",Desktop
1396,2024-06-22,Germany,Organic,Tablet
1397,2024-04-30,USA,Referral,Tablet
1398,2023-02-03,Canada,Referral,Desktop
1399,2023-06-30,USA,"Google Ads",Mobile
1400,2024-02-12,UK,"LinkedIn Ads",Tablet
1401,2023-07-06,Australia,"LinkedIn Ads",Mobile
1402,2023-09-08,USA,"LinkedIn Ads",Desktop
1403,2023-02-07,Canada,"LinkedIn Ads",Desktop
1404,2023-07-28,India,Referral,Tablet
1405,2023-03-21,USA,"LinkedIn Ads",Tablet
1406,2023-09-17,USA,Referral,Desktop
1407,2023-01-16,USA,"Google Ads",Mobile
1408,2023-03-02,Australia,"Facebook Ads",Tablet
1409,2023-01-08,Germany,Referral,Desktop
1410,2023-02-05,Germany,"LinkedIn Ads",Desktop
1411,2023-01-26,Australia,Referral,Mobile
1412,2023-09-11,Canada,Referral,Desktop
1413,2024-01-19,Australia,Organic,Desktop
1414,2023-02-26,Australia,Organic,Desktop
1415,2023-09-11,Canada,"Facebook Ads",Tablet
1416,2023-04-09,Canada,"Google Ads",Mobile
1417,2023-05-20,Germany,Referral,Tablet
1418,2023-07-21,USA,"Google Ads",Tablet
1419,2023-11-19,Australia,Referral,Mobile
1420,2023-05-28,Australia,"Facebook Ads",Mobile
1421,2023-12-01,UK,"Google Ads",Tablet
1422,2024-05-26,UK,"Facebook Ads",Tablet
1423,2023-05-26,India,"Facebook Ads",Desktop
1424,2023-05-02,Australia,"Facebook Ads",Mobile
1425,2023-04-26,Australia,"LinkedIn Ads",Desktop
1426,2023-03-14,Australia,Organic,Desktop
1427,2023-07-08,Canada,"Facebook Ads",Desktop
1428,2023-09-06,India,"Facebook Ads",Mobile
1429,2023-10-14,UK,Referral,Desktop
1430,2023-10-09,Australia,Organic,Tablet
1431,2023-01-30,Australia,"Facebook Ads",Mobile
1432,2024-06-25,UK,Referral,Desktop
1433,2023-12-10,Germany,"Facebook Ads",Tablet
1434,2024-03-02,Canada,Organic,Mobile
1435,2023-01-31,India,"Facebook Ads",Mobile
1436,2024-02-20,UK,Referral,Mobile
1437,2023-05-24,UK,"Google Ads",Desktop
1438,2023-04-10,UK,"Google Ads",Mobile
1439,2023-03-23,UK,"Facebook Ads",Mobile
1440,2023-12-28,USA,"Google Ads",Mobile
1441,2024-06-14,UK,"Google Ads",Tablet
1442,2024-06-03,UK,"LinkedIn Ads",Tablet
1443,2023-11-27,Canada,"Google Ads",Desktop
1444,2024-05-30,Australia,"Google Ads",Mobile
1445,2024-01-06,Germany,"Facebook Ads",Mobile
1446,2023-04-05,UK,"Facebook Ads",Desktop
1447,2023-09-17,USA,"LinkedIn Ads",Mobile
1448,2023-03-15,India,"LinkedIn Ads",Tablet
1449,2024-04-29,USA,"Google Ads",Mobile
1450,2023-04-23,Canada,"Google Ads",Desktop
1451,2023-05-27,UK,"LinkedIn Ads",Desktop
1452,2023-12-14,USA,Referral,Desktop
1453,2023-06-04,Australia,"Facebook Ads",Desktop
1454,2024-03-29,India,"Facebook Ads",Tablet
1455,2023-12-07,Canada,Organic,Tablet
1456,2023-06-12,Canada,Referral,Mobile
1457,2023-07-21,Canada,Referral,Desktop
1458,2024-04-26,India,"LinkedIn Ads",Desktop
1459,2024-06-23,USA,"Facebook Ads",Desktop
1460,2023-10-19,Australia,Referral,Mobile
1461,2023-12-11,Australia,Referral,Desktop
1462,2024-02-01,Australia,Organic,Mobile
1463,2023-04-24,Australia,Organic,Desktop
1464,2023-03-13,USA,"Google Ads",Tablet
1465,2023-12-05,Germany,"Google Ads",Desktop
1466,2023-06-01,UK,Organic,Mobile
1467,2023-04-25,Australia,"Google Ads",Tablet
1468,2024-03-10,Australia,"LinkedIn Ads",Tablet
1469,2024-01-12,UK,"LinkedIn Ads",Desktop
1470,2023-05-05,USA,Organic,Tablet
1471,2023-03-05,India,Referral,Mobile
1472,2023-08-14,USA,"Facebook Ads",Mobile
1473,2024-04-02,UK,Referral,Tablet
1474,2023-08-21,Canada,"Google Ads",Desktop
1475,2023-08-17,Australia,"Facebook Ads",Mobile
1476,2024-01-05,Germany,Organic,Mobile
1477,2024-01-08,UK,Organic,Desktop
1478,2023-08-27,Canada,"Facebook Ads",Tablet
1479,2024-05-04,UK,Referral,Desktop
1480,2023-03-16,Germany,"Google Ads",Mobile
1481,2024-06-23,USA,"Facebook Ads",Desktop
1482,2024-03-27,Canada,Organic,Mobile
1483,2024-06-19,Canada,"LinkedIn Ads",Tablet
1484,2023-06-03,Germany,"Google Ads",Desktop
1485,2023-02-03,Australia,"Google Ads",Desktop
1486,2024-03-01,India,Referral,Tablet
1487,2024-05-14,Australia,Referral,Tablet
1488,2024-01-18,UK,"LinkedIn Ads",Tablet
1489,2024-03-27,USA,"Google Ads",Mobile
1490,2023-06-13,India,"Facebook Ads",Tablet
1491,2023-01-29,Canada,Organic,Desktop
1492,2023-10-28,Canada,Organic,Tablet
1493,2024-06-06,India,"Facebook Ads",Mobile
1494,2023-08-15,UK,Referral,Mobile
1495,2024-04-30,Germany,"Facebook Ads",Tablet
1496,2023-03-25,UK,"Facebook Ads",Mobile
1497,2024-02-18,UK,"Facebook Ads",Mobile
1498,2023-12-08,UK,"Google Ads",Mobile
1499,2024-02-17,Germany,"LinkedIn Ads",Tablet
1500,2023-08-03,USA,Organic,Tablet
1501,2023-02-24,UK,Referral,Tablet
1502,2023-03-08,Germany,"Facebook Ads",Tablet
1503,2023-06-09,UK,"Facebook Ads",Tablet
1504,2023-07-11,Australia,"Facebook Ads",Mobile
1505,2024-02-16,Australia,"LinkedIn Ads",Mobile
1506,2023-09-10,USA,Referral,Desktop
1507,2023-05-11,India,Organic,Mobile
1508,2023-05-20,India,"Google Ads",Desktop
1509,2023-08-02,Germany,"Facebook Ads",Mobile
1510,2023-03-06,UK,Organic,Mobile
1511,2023-02-24,USA,Referral,Desktop
1512,2023-08-19,Canada,"LinkedIn Ads",Mobile
1513,2023-08-20,UK,"Google Ads",Mobile
1514,2023-12-16,India,"Google Ads",Tablet
1515,2023-08-09,UK,"Google Ads",Mobile
1516,2023-01-19,USA,Organic,Desktop
1517,2024-01-09,India,Referral,Mobile
1518,2024-03-15,Canada,"Google Ads",Desktop
1519,2024-04-12,Canada,Referral,Mobile
1520,2023-07-11,USA,"LinkedIn Ads",Tablet
1521,2023-08-25,Canada,Organic,Mobile
1522,2023-11-03,UK,"LinkedIn Ads",Mobile
1523,2023-02-07,Australia,Referral,Tablet
1524,2024-03-09,India,"Facebook Ads",Mobile
1525,2024-05-27,Australia,Referral,Tablet
1526,2024-02-20,USA,"Google Ads",Tablet
1527,2024-05-18,India,"Google Ads",Mobile
1528,2023-12-04,USA,Organic,Desktop
1529,2023-07-19,USA,"Facebook Ads",Desktop
1530,2024-01-15,USA,"LinkedIn Ads",Mobile
1531,2024-05-27,Australia,Referral,Desktop
1532,2023-08-19,Germany,Organic,Mobile
1533,2023-07-27,Australia,"Google Ads",Mobile
1534,2024-05-17,UK,Organic,Desktop
1535,2023-07-07,UK,"Google Ads",Tablet
1536,2023-05-06,UK,"LinkedIn Ads",Mobile
1537,2023-09-09,USA,"LinkedIn Ads",Desktop
1538,2023-07-13,USA,"Google Ads",Mobile
1539,2023-10-07,Australia,Organic,Desktop
1540,2023-12-31,UK,Referral,Desktop
1541,2023-08-24,India,"Google Ads",Desktop
1542,2023-11-12,UK,Organic,Tablet
1543,2024-06-21,Australia,"Facebook Ads",Desktop
1544,2023-03-29,Australia,"LinkedIn Ads",Tablet
1545,2023-01-30,India,"LinkedIn Ads",Mobile
1546,2023-08-30,Australia,"Facebook Ads",Tablet
1547,2024-02-09,Canada,"Google Ads",Mobile
1548,2024-05-10,India,"LinkedIn Ads",Mobile
1549,2023-12-31,Germany,"Google Ads",Mobile
1550,2023-05-08,Australia,"LinkedIn Ads",Mobile
1551,2023-09-21,Canada,"Google Ads",Tablet
1552,2024-01-14,Germany,"LinkedIn Ads",Desktop
1553,2023-11-09,India,Organic,Mobile
1554,2024-05-22,USA,Referral,Desktop
1555,2023-07-17,Germany,Referral,Mobile
1556,2023-10-29,UK,Referral,Tablet
1557,2024-05-11,Germany,"Google Ads",Desktop
1558,2023-06-21,UK,"Google Ads",Tablet
1559,2023-07-16,USA,Referral,Desktop
1560,2023-01-21,Canada,Organic,Tablet
1561,2024-03-26,Germany,"Google Ads",Mobile
1562,2024-01-01,Canada,Organic,Mobile
1563,2023-09-05,Canada,"LinkedIn Ads",Tablet
1564,2023-05-29,Canada,Referral,Desktop
1565,2023-03-17,Canada,Organic,Tablet
1566,2023-06-06,USA,"Google Ads",Desktop
1567,2024-01-28,India,"Google Ads",Tablet
1568,2023-04-13,India,"Facebook Ads",Tablet
1569,2023-06-09,Australia,Organic,Mobile
1570,2023-03-08,Canada,Referral,Desktop
1571,2024-03-27,UK,Referral,Mobile
1572,2024-01-14,Canada,Referral,Desktop
1573,2024-03-12,Canada,Referral,Tablet
1574,2023-05-09,Australia,Organic,Desktop
1575,2023-07-23,Canada,Organic,Mobile
1576,2023-04-07,Australia,Organic,Tablet
1577,2023-05-17,USA,Organic,Mobile
1578,2023-08-08,India,Referral,Mobile
1579,2023-09-21,Germany,Referral,Mobile
1580,2024-06-29,Australia,"LinkedIn Ads",Desktop
1581,2024-03-19,USA,"LinkedIn Ads",Desktop
1582,2024-05-10,Canada,"Facebook Ads",Tablet
1583,2023-07-09,USA,"Google Ads",Desktop
1584,2023-04-03,UK,"Facebook Ads",Tablet
1585,2023-01-25,USA,Referral,Desktop
1586,2024-03-16,UK,"Facebook Ads",Tablet
1587,2023-01-25,India,"Google Ads",Mobile
1588,2023-04-19,UK,Organic,Desktop
1589,2023-04-12,Germany,"Google Ads",Mobile
1590,2024-03-28,India,"LinkedIn Ads",Tablet
1591,2023-12-27,UK,Referral,Desktop
1592,2023-04-07,India,Organic,Mobile
1593,2023-07-26,USA,"LinkedIn Ads",Desktop
1594,2023-08-12,Germany,Organic,Mobile
1595,2023-09-07,India,"LinkedIn Ads",Tablet
1596,2023-04-02,Canada,"LinkedIn Ads",Mobile
1597,2023-06-09,India,"LinkedIn Ads",Desktop
1598,2024-06-17,Australia,"Facebook Ads",Tablet
1599,2023-10-21,Canada,"Google Ads",Desktop
1600,2024-01-28,UK,"LinkedIn Ads",Mobile
1601,2023-01-11,Germany,Referral,Desktop
1602,2024-06-14,USA,"LinkedIn Ads",Desktop
1603,2024-05-25,USA,Organic,Desktop
1604,2024-01-07,Germany,"Facebook Ads",Desktop
1605,2023-07-25,Australia,"LinkedIn Ads",Desktop
1606,2023-03-06,India,"Google Ads",Tablet
1607,2023-07-27,UK,"Google Ads",Mobile
1608,2023-12-06,UK,Referral,Desktop
1609,2023-10-22,Canada,"Facebook Ads",Mobile
1610,2023-05-15,UK,"Facebook Ads",Tablet
1611,2023-05-19,Australia,"Google Ads",Desktop
1612,2023-10-20,Canada,Referral,Tablet
1613,2023-06-18,UK,"Google Ads",Tablet
1614,2023-08-03,USA,Organic,Mobile
1615,2024-06-14,Germany,Referral,Tablet
1616,2023-10-16,India,Referral,Mobile
1617,2024-03-21,Australia,"Google Ads",Desktop
1618,2023-08-21,Australia,"LinkedIn Ads",Mobile
1619,2023-09-13,USA,"LinkedIn Ads",Tablet
1620,2024-04-07,Australia,"Google Ads",Desktop
1621,2024-03-28,Canada,"Google Ads",Mobile
1622,2024-05-13,India,"LinkedIn Ads",Desktop
1623,2023-12-10,UK,"LinkedIn Ads",Mobile
1624,2023-06-20,USA,Organic,Desktop
1625,2024-03-18,India,Organic,Tablet
1626,2023-07-07,Canada,"LinkedIn Ads",Tablet
1627,2024-01-20,Germany,Referral,Mobile
1628,2023-05-11,USA,"Google Ads",Desktop
1629,2023-02-07,UK,"Facebook Ads",Desktop
1630,2023-11-12,Australia,Organic,Mobile
1631,2023-01-16,Canada,Referral,Tablet
1632,2024-04-10,Australia,"Facebook Ads",Tablet
1633,2024-04-26,Canada,"Facebook Ads",Desktop
1634,2023-07-04,India,Referral,Mobile
1635,2023-03-03,UK,Referral,Desktop
1636,2023-04-18,USA,"Facebook Ads",Desktop
1637,2024-02-25,Germany,"Google Ads",Mobile
1638,2023-01-10,Germany,Referral,Tablet
1639,2023-02-17,India,"LinkedIn Ads",Mobile
1640,2024-06-16,Germany,"LinkedIn Ads",Desktop
1641,2023-06-21,Canada,"Google Ads",Desktop
1642,2023-05-11,India,"LinkedIn Ads",Mobile
1643,2023-02-04,Canada,Referral,Desktop
1644,2024-02-12,UK,Referral,Mobile
1645,2023-02-23,Australia,Organic,Mobile
1646,2023-10-22,USA,"Facebook Ads",Tablet
1647,2023-12-16,USA,"LinkedIn Ads",Mobile
1648,2023-07-06,USA,"Google Ads",Tablet
1649,2023-03-03,Australia,Organic,Desktop
1650,2024-05-12,UK,Referral,Mobile
1651,2024-06-14,India,"Facebook Ads",Tablet
1652,2023-09-17,Canada,"Facebook Ads",Desktop
1653,2023-09-08,India,"Google Ads",Tablet
1654,2023-09-24,UK,Organic,Desktop
1655,2023-08-10,UK,"Facebook Ads",Tablet
1656,2023-12-20,Germany,Referral,Mobile
1657,2023-10-26,India,"Facebook Ads",Tablet
1658,2024-05-07,USA,"LinkedIn Ads",Desktop
1659,2023-08-14,Canada,"Google Ads",Tablet
1660,2024-04-11,Australia,Referral,Desktop
1661,2023-08-14,UK,"Google Ads",Tablet
1662,2023-10-20,Germany,Referral,Desktop
1663,2023-06-27,UK,Organic,Tablet
1664,2024-06-10,Australia,Organic,Mobile
1665,2024-03-15,UK,Referral,Tablet
